79.6917,0,0.7011,0.7985,1
111.8944,0,0.9397,1.0135,2
56.4797,0,0.2393,0.6504,3
467.3229,0,0.9397,1.9982,4
432.477,0,0.8633,1.6996,5
147.95,0,0.903,1.2736,6
85.3453,0,0.4335,0.8587,7
79.1758,0,6.3902,0.7379,8
144.3516,0,0.2827,0.9925,9
6.9669,0,0.0192,0.2261,10
15.8461,0,0.2745,0.3553,11
19.532,0,0.1692,0.3585,12
250.0214,0,0.3609,1.4601,13
349.4426,0,0.3953,1.5713,14
993.5049,0,1.5837,2.7612,15
818.4893,0,1.3626,2.1355,16
1101.8043,0,1.0997,1.8929,17
687.2771,0,0.9375,2.4053,18
199.1632,0,0.3031,1.3085,19
177.1272,0,2.6502,0.944,20
379.2144,0,0.4364,1.6813,21
595.4482,0,0.9568,2.4788,22
347.0463,0,0.9184,1.4603,23
641.0248,0,0.484,1.7977,24
198.8039,0,0.2616,0.8787,25
98.4292,0,0.1054,0.7025,26
324.3737,0,0.3124,1.2289,27
318.3475,0,1.9399,1.2079,28
297.0551,0,2.9728,1.727,29
134.0715,0,0.1688,1.052,30
591.9743,0,1.1299,1.4761,31
1511.5605,0,1.1656,2.9227,32
472.5526,0,0.3509,1.6082,33
92.6439,0,0.8124,0.6931,34
120.8446,0,0.3869,1.1026,35
1865.3019,0,1.9353,3.8116,36
425.828,0,0.3449,1.5172,37
116.8499,0,1.0098,0.4805,38
60.1973,0,0.3615,0.5862,39
1168.5824,0,5.7908,2.1896,40
932.7089,0,1.4618,2.0331,41
749.0284,0,1.5074,2.3096,42
580.7026,0,0.593,2.415,43
345.0397,0,0.4278,1.4389,44
221.8433,0,0.3104,1.0519,45
294.8259,0,1.3089,1.2207,46
299.3,0,0.3869,1.1897,47
985.3453,0,1.4231,2.4722,48
135.9763,0,0.2956,1.0392,49
164.6754,0,1.279,1.0737,50
402.1046,0,0.3909,1.6463,51
106.3291,0,0.3438,0.7702,52
182.6125,0,0.7283,1.0766,53
52.7921,0,0.4208,0.5074,54
35.1029,0,0.0992,0.4609,55
119.456,0,0.224,0.8444,56
49.6617,0,0.0522,0.7286,57
33.6608,0,0.0608,0.5424,58
22.3906,0,0.2656,0.411,59
166.836,0,4.1465,1.0806,60
103.2583,0,0.4188,1.0454,61
586.8261,0,0.9758,2.2255,62
537.5023,0,1.2257,2.2723,63
195.4861,0,0.422,1.1286,64
304.3498,0,0.468,1.5166,65
221.3997,0,0.3016,1.1378,66
147.9897,0,0.1257,0.9987,67
276.0732,0,0.5186,1.5177,68
517.3243,0,1.3353,2.0177,69
572.1885,0,0.798,2.1408,70
229.3287,0,0.3471,1.4133,71
178.3461,0,0.4097,1.3157,72
337.5902,0,0.3358,1.5451,73
701.4289,0,0.7753,1.6721,74
92.5667,0,0.3176,0.8489,75
