-area:,-length:,-roundIndex:,-eccIndex:,-entropy:
770,133.113,0.546087,0.524373,2.09289
1222.5,179.497,0.476806,0.558954,2.09274
1832,205.74,0.543873,0.509049,2.093
2218,253.74,0.432906,0.486969,2.09203
1368.5,181.841,0.520083,0.291188,2.09049
1434.5,168.184,0.637298,0.234417,2.09181
1810.5,215.012,0.492133,0.54387,2.09253
1431,196.77,0.464444,0.640758,2.09123
1140.5,157.355,0.578818,0.476643,2.09175
1656.5,193.355,0.556787,0.48241,2.09267
1047,176.083,0.424346,0.131106,2.09031
1414.5,201.841,0.436311,0.525791,2.09199
2069.5,294.811,0.299218,0.673728,2.08519
1392,181.598,0.530429,0.415057,2.09087
2224,237.74,0.49447,0.604238,2.09072
1475,211.74,0.413424,0.57497,2.08818
1359.5,179.841,0.528218,0.226361,2.09019
2027,213.74,0.55756,0.228183,2.09008
1813.5,203.012,0.552947,0.286741,2.08971
1965,237.74,0.436885,0.282733,2.08783
1187,177.255,0.474749,0.119429,2.08827
2182.5,226.326,0.535421,0.291463,2.08901
1803.5,232.326,0.419885,0.618427,2.08685
798,135.941,0.542639,0.529085,2.08392
1004.5,153.355,0.536738,0.466138,2.08251
1479,177.598,0.589253,0.402069,2.08415
1305.5,221.841,0.333353,0.358469,2.08374
1743.5,199.841,0.548611,0.0476625,2.08329
1138.5,148.184,0.651541,0.368178,2.07936
1659,181.255,0.634566,0.182567,2.07892
1262.5,181.841,0.479799,0.520283,2.07804
1633,190.426,0.565903,0.196907,2.07872
1420,243.397,0.301209,0.445827,2.07734
1670,263.054,0.303275,0.294538,2.08056
1444.5,175.355,0.590323,0.338833,2.08222
1314,195.598,0.431595,0.137756,2.08014
1789.5,241.983,0.384037,0.306199,2.08116
2136,266.225,0.378715,0.508517,2.08107
1271,180.083,0.492503,0.406455,2.08068
982.5,160.669,0.478275,0.504187,2.08319
1303.5,169.841,0.567855,0.176191,2.08206
850,132.284,0.610397,0.194091,2.08386
1446.5,189.355,0.506959,0.283539,2.09143
911.5,134.042,0.63751,0.405441,2.09932
1443.5,199.841,0.454213,0.346954,2.09953
1964,229.74,0.467603,0.19196,2.10143
923,161.941,0.44228,0.278003,2.09878
1469,285.539,0.226413,0.416462,2.10071
995.5,154.184,0.526228,0.104719,2.09704
1308,224.083,0.32734,0.127201,2.09691
968,144.627,0.581546,0.631153,2.09713
922,183.255,0.345009,0.261508,2.09911
926.5,140.87,0.586702,0.39341,2.09888
837,148.77,0.475234,0.526327,2.10016
1173,170.77,0.50546,0.554162,2.10075
739.5,139.355,0.478521,0.383863,2.09471
1265,203.598,0.383489,0.496467,2.097
1007,159.941,0.494674,0.417279,2.09436
1027.5,163.698,0.481839,0.709431,2.09314
1501,252.912,0.294885,0.446591,2.09385
1130.5,181.497,0.43126,0.506592,2.09581
777,137.941,0.513149,0.4512,2.09506
1995,211.255,0.561745,0.256676,2.09679
609,127.113,0.473641,0.716743,2.09211
791.5,128.042,0.606678,0.334887,2.09209
798.5,148.527,0.454857,0.63412,2.09322
1372,219.397,0.358181,0.565739,2.08878
847,143.113,0.519681,0.515592,2.08945
550,112.284,0.548195,0.350452,2.08752
857,157.598,0.4336,0.491113,2.08871
931,156.77,0.476032,0.359592,2.09008
1010.5,158.326,0.506573,0.521696,2.08656
979.5,147.698,0.564238,0.440715,2.08778
707,133.456,0.498832,0.187868,2.08392
0,0,0,0,0
0,0,0,0,0
509.5,120.042,0.444314,0.280984,2.08167
773,133.456,0.545399,0.248635,2.08258
723.5,114.042,0.699071,0.449636,2.08094
691,139.456,0.446493,0.443966,2.0809
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
891,144.77,0.534236,0.332683,2.10016
737,159.941,0.36204,0.27575,2.09857
616.5,108.527,0.657761,0.369921,2.09686
547.5,98.7279,0.705853,0.500044,2.09758
0,0,0,0,0
0,0,0,0,0
