-area:,-length:,-roundIndex:,-eccIndex:,-entropy:
1128.75,312.832,0.308838,0.585863,1.69207
772.167,271.115,0.319527,0.493147,1.69266
950.875,134.709,0.436697,0.511965,1.70205
1275.5,152.069,0.414129,0.414303,1.69969
2092.75,199.962,0.520648,0.565797,1.69756
2188.75,204.619,0.465229,0.575468,1.71186
2282.75,207.719,0.50182,0.58196,1.71171
2475.5,211.426,0.470021,0.58987,1.73496
2579.5,199.426,0.504908,0.594866,1.74203
2548.5,194.355,0.540252,0.562513,1.74897
1681.17,160.965,0.377523,0.551675,1.74319
2516,201.184,0.436952,0.554344,1.74841
2574.75,209.477,0.421793,0.578931,1.74109
2582.75,197.406,0.540781,0.641639,1.73742
2579,206.113,0.406076,0.59551,1.74344
1718,147.665,0.467793,0.563463,1.73938
2540.5,199.77,0.439298,0.589729,1.74344
1740.83,145.975,0.543299,0.525946,1.73961
2521.25,198.305,0.480088,0.578729,1.74367
2542.5,211.426,0.475984,0.592468,1.73694
2541,217.426,0.449798,0.585207,1.73238
1742.5,148.803,0.489132,0.529924,1.73383
2539.75,215.376,0.429926,0.603564,1.73414
1715.33,147.389,0.517788,0.499326,1.73262
2511.75,212.548,0.463172,0.631878,1.72949
2511,205.184,0.46218,0.593501,1.73514
2518.5,205.355,0.496378,0.623007,1.73465
2565,204.426,0.421042,0.597952,1.73375
2508.5,216.598,0.388849,0.549415,1.7348
1721,144.399,0.527366,0.551927,1.73148
2503.75,204.719,0.482599,0.605411,1.73277
2507.5,220.326,0.400676,0.605393,1.73576
1714.33,146.513,0.495303,0.531005,1.73108
2507.5,213.426,0.440716,0.595804,1.73188
2522.25,224.205,0.396299,0.554324,1.73652
2411.5,203.941,0.433565,0.624422,1.74011
2456.25,208.134,0.471536,0.622313,1.74542
2451.5,210.012,0.401484,0.591055,1.74734
2420.75,212.376,0.41028,0.576771,1.74323
2412.25,199.548,0.452845,0.566095,1.74034
2366.25,210.134,0.359672,0.57192,1.736
2410.5,222.497,0.346922,0.560842,1.7366
1616.5,154.069,0.474127,0.543764,1.73854
2427.5,199.184,0.514706,0.587129,1.73633
2364.25,212.447,0.364432,0.634321,1.73659
2407.5,199.77,0.448721,0.583132,1.7383
2367,211.669,0.366167,0.60246,1.73713
2392,218.468,0.337346,0.618678,1.7376
2340.5,208.497,0.413379,0.60111,1.73656
2380.75,202.477,0.432705,0.530733,1.72966
2390,210.497,0.418867,0.571644,1.73593
2366,209.184,0.423187,0.624835,1.7327
2442.25,200.891,0.475949,0.608908,1.73538
2376,218.569,0.430414,0.486048,1.74105
2361.75,203.376,0.396553,0.554732,1.73713
2367.75,212.619,0.410905,0.622687,1.73721
2396.75,200.548,0.42724,0.611275,1.73537
2374.75,207.205,0.452894,0.559218,1.73566
2364.25,212.205,0.379706,0.58965,1.73635
2365.75,207.548,0.381605,0.600134,1.73557
2343,215.326,0.330691,0.565479,1.73566
2372,220.912,0.327066,0.558307,1.73761
2360.75,208.962,0.442964,0.575796,1.73554
2366.75,202.79,0.428029,0.613214,1.73602
2374.75,214.376,0.426803,0.530879,1.73603
2343.75,217.962,0.367181,0.5733,1.73109
2343.5,200.841,0.423124,0.591419,1.73245
2394.5,205.255,0.461118,0.591347,1.73332
2350.5,204.669,0.420851,0.58185,1.73298
2351,203.841,0.395901,0.605007,1.73187
2352.25,209.79,0.417662,0.593788,1.72996
1651.17,149.537,0.480841,0.525223,1.74042
2497.75,201.548,0.425383,0.590434,1.74427
2516.75,197.134,0.467682,0.571188,1.7441
2531.75,195.062,0.450698,0.596232,1.74403
1705.5,145.975,0.454133,0.544296,1.74321
2527.75,197.719,0.434454,0.563401,1.74304
2533.5,192.113,0.47775,0.581094,1.74351
2520.75,202.548,0.434167,0.611185,1.74282
2515.75,191.648,0.468049,0.560363,1.74368
2544.5,194.113,0.468085,0.623517,1.74523
2513,200.255,0.449349,0.60669,1.74174
2496.25,200.719,0.424018,0.535628,1.74476
1700.83,144.527,0.525152,0.569303,1.74395
2503.25,208.962,0.458558,0.579057,1.74423
2519,200.426,0.446802,0.590231,1.74277
2496,201.426,0.421617,0.541412,1.74436
1695.67,146.608,0.453073,0.446672,1.74327
2528.5,195.941,0.483919,0.621902,1.7429
1695.5,146.089,0.478654,0.570198,1.74204
2499.5,197.841,0.469573,0.597947,1.74356
2486.75,215.619,0.38587,0.560477,1.74303
2464.5,208.77,0.382925,0.585102,1.74308
2483,193.941,0.445881,0.550792,1.74146
2526.25,195.891,0.525944,0.55808,1.74296
2509.25,203.719,0.421962,0.553629,1.74219
2456.75,215.79,0.378226,0.56654,1.74197
2469,213.669,0.408638,0.559647,1.74209
1683,142.627,0.54901,0.459584,1.74385
1671.67,145.389,0.486985,0.558503,1.74168
2526.5,196.941,0.445938,0.59431,1.7409
2471,213.184,0.466913,0.568399,1.74161
2473.75,210.962,0.391009,0.574978,1.7412
2424.25,224.205,0.339689,0.600017,1.7412
2440.25,219.79,0.371767,0.571525,1.74185
2492.25,212.477,0.43768,0.559756,1.7431
1695.17,146.203,0.472093,0.563356,1.74088
2510,195.527,0.440667,0.593565,1.74045
1699,144.608,0.522401,0.569057,1.73913
1685.67,144.56,0.496276,0.566304,1.74129
2535,196.184,0.516515,0.602666,1.74167
2488,205.841,0.474367,0.58397,1.74068
