0.943271,0,2.02958,0
0.943271,0,1.98375,0
0.943271,0,1.98375,0
0.943271,0,1.97705,0
0.943271,0,1.97705,0
0.943271,0,1.97705,0
0.943271,0,2.09874,0
0.943271,0,2.12206,0
0.943271,0,2.08054,0
0.943271,0,2.08415,0
0.943271,0,2.08318,0
0.943271,0,2.08318,0
0.943271,0,2.08423,0
0.943271,0,2.08751,0
0.943271,0,2.08815,0
0.943271,0,2.08713,0
0.943271,0,2.09055,0
0.943271,0,2.1779,0
0.943271,0,2.17463,0
0.924798,1.20761,2.08027,0
0.924798,1.70783,2.08713,0
0.924798,1.20761,2.08713,0
0.924798,1.20761,2.175,0
0.922727,1.37689,2.02958,0
0.922727,1.37689,2.03078,0
0.922727,1.37689,2.08815,0
0.919634,1.95904,2.03078,0
0.9156,1.69781,2.08872,0
0.910626,1.53704,2.08334,0
0.910626,1.53704,2.17529,0
0.891553,2.34495,2.08384,0
0.88398,1.75293,2.08425,0
0.881049,1.73522,2.08751,0
0.878559,1.39357,2.12206,0
0.875895,1.83712,1.98375,0
0.875895,1.83712,2.09874,0
0.875895,1.83712,2.08373,0
0.875895,1.83712,2.08751,0
0.875895,1.83712,2.08815,0
0.875895,1.83712,2.15133,0
0.875895,1.83712,2.15552,0
0.875895,1.83712,2.17693,0
0.875895,1.83712,2.17703,0
0.871465,1.29111,2.12206,0
0.871465,1.29111,2.08375,0
0.871465,1.29111,2.08384,0
0.871465,1.29111,2.15565,0
0.857371,1.06066,2.12206,0
0.857371,1.06066,2.12206,0
0.857371,1.06066,2.084,0
0.857371,1.06066,2.08439,0
0.857371,1.06066,2.08415,0
0.857371,1.06066,2.08555,0
0.857371,1.06066,2.08425,0
0.857371,1.06066,2.08425,0
0.857371,1.06066,2.08423,0
0.857371,1.06066,2.08423,0
0.857371,1.06066,2.08375,0
0.857371,1.06066,2.08375,0
0.857371,1.06066,2.08384,0
0.857371,1.06066,2.08384,0
0.857371,1.06066,2.08402,0
0.857371,1.06066,2.08751,0
0.857371,1.06066,2.08872,0
0.857371,1.06066,2.08713,0
0.857371,1.06066,2.09055,0
0.857371,1.06066,2.08874,0
0.857371,1.06066,2.1779,0
0.85498,2.37474,2.08425,0
0.841974,3.21251,2.08423,0
0.839954,0,2.12206,0
0.839954,0,2.07982,0
0.839954,0,2.0834,0
0.839954,0,2.08318,0
0.839954,0,2.08375,0
0.839954,0,2.17178,0
0.832319,1.58421,2.09874,0
0.832319,2.17143,2.0834,0
0.825018,2.86578,2.084,0
0.814505,3.68369,2.0834,0
0.808518,1.63299,2.04953,0
0.808518,1.63299,2.08373,0
0.808518,2.59167,2.0834,0
0.808518,1.63299,2.08425,0
0.808518,1.63299,2.08318,0
0.808518,1.63299,2.08751,0
0.808518,1.63299,2.08872,0
0.804428,5.41394,2.08751,0
0.804048,2.41746,2.084,0
0.802213,2.20056,2.08318,0
0.800106,2.20018,2.03078,0
0.800106,1.5076,2.09874,0
0.800106,1.37689,2.08425,0
0.786079,2.0456,2.08373,0
0.779838,1.86528,2.17776,0
0.778573,3.36592,2.04953,0
0.774084,2.07803,2.08334,0
0.772284,2.05765,2.08555,0
0.772284,2.05765,2.08402,0
0.772284,2.05765,2.08402,0
0.765838,2.94392,2.08402,0
0.763595,2.09409,2.03078,0
0.755423,2.9937,2.07982,0
0.754617,2.35299,2.08439,0
0.750072,6.50097,2.08054,0
0.747598,1.72231,2.08815,0
0.746599,7.25994,2.08384,0
0.745684,3.02072,2.08872,0
0.744391,4.11901,2.08402,0
0.743337,6.18274,2.084,0
0.739839,2.16506,2.09874,0
0.739839,2.16506,2.08318,0
0.739839,2.16506,2.08751,0
0.739839,2.16506,2.08872,0
0.738457,8.75875,2.07982,0
0.737975,3.46031,2.08713,0
0.737165,6.47315,2.09874,0
0.736173,3.15539,2.08439,0
0.733468,18.2878,2.04402,0
0.730378,6.48418,2.08415,0
0.725605,1.21878,2.09874,0
0.725605,2.4224,2.08373,0
0.725531,2.23524,2.08555,0
0.718683,2.68587,1.98375,0
