-area:,-length:,-roundIndex:,-eccIndex:,-entropy:
35,22.8284,0.843968,1.68572,2.0912
28.5,21.4142,0.780999,3.44462,2.08864
34,22.8284,0.819855,1.68572,2.08687
38.5,25.4142,0.749061,4.41238,2.08784
39,26.8284,0.680901,6.82402,2.08912
51,28.8284,0.771149,3.72576,2.0886
38.5,25.4142,0.749061,4.41238,2.08762
78.5,38.2426,0.674503,7.58072,2.08719
80.5,37.0711,0.736098,6.87349,2.08803
128.5,54.7279,0.539132,7.55338,2.08728
83,36.8284,0.768992,5.70728,2.08656
49.5,30.2426,0.680104,5.46645,2.08712
81.5,43.0711,0.552073,6.30126,2.08858
32.5,23.4142,0.744962,2.67246,2.08943
47,27.6569,0.772151,3.02143,2.08727
37,24.8284,0.754246,4.82202,2.08692
34,22.8284,0.819855,1.68572,2.08683
73.5,41.0711,0.547552,7.96724,2.08703
36.5,25.4142,0.710149,7.88988,2.08799
45.5,27.4142,0.760799,2.8834,2.08659
45.5,28.2426,0.716821,3.22269,2.08746
76,52.4853,0.346696,2.45004,2.08979
43.5,26.2426,0.793751,2.61936,2.09006
