-area:,-length:,-roundIndex:,-eccIndex:,-entropy:
33,22.8284,0.795741,2.63164,2.11935
48,28.8284,0.725787,5.39821,2.11935
51.5,32.2426,0.622524,5.22645,2.11935
107,63.3137,0.335427,9.63443,2.13705
31,22.8284,0.747514,4.63329,2.13705
32.5,23.4142,0.744962,2.67246,2.15964
82.5,42.2426,0.580981,18.9841,2.15783
126.5,54.2426,0.54028,8.55626,2.15828
47,31.6569,0.589349,6.97418,2.15828
48,36.8284,0.444718,5.97188,2.15605
115,46.4853,0.66877,4.2693,2.14304
57.5,30.2426,0.79002,2.23287,2.13614
111.5,52.7279,0.503969,6.99382,2.13614
54,37.6569,0.478537,5.17747,2.13012
29,20.8284,0.84003,2.28137,2.13012
146.5,69.0711,0.385883,8.37287,2.12452
32,22.8284,0.771628,4.36768,2.12452
72,37.3137,0.649839,7.47151,2.12427
152.5,74.7279,0.343174,8.87345,2.12427
66,37.6569,0.584879,7.07182,2.12427
43,26.8284,0.750737,4.16301,2.12319
112,56.4853,0.441121,5.4993,2.12319
392.5,138.87,0.25576,19.8651,2.12319
55,30.8284,0.727227,7.00762,2.12418
137,73.3137,0.320302,15.7001,2.12418
30.5,24.7279,0.626808,2.40593,2.12418
457.5,109.698,0.477749,11.4656,2.12418
108.5,51.8995,0.50619,6.66052,2.12418
81,48.4853,0.432987,6.34395,2.12623
276,90.9706,0.4191,9.44956,2.12623
48.5,29.4142,0.704429,4.79434,2.12623
74.5,35.0711,0.761146,7.28806,2.12623
79,35.6569,0.78082,6.58988,2.12623
28,20.8284,0.811064,3.00919,2.12623
50,37.6569,0.44309,6.32188,2.12623
57.5,32.2426,0.695051,5.36798,2.12826
61,36.4853,0.575843,7.07686,2.12826
319.5,122.042,0.269566,6.99353,2.12826
67.5,38.2426,0.579986,10.2456,2.12826
90,41.6569,0.651748,12.8609,2.13589
231.5,85.5563,0.397426,6.93999,2.13589
77.5,34.7279,0.807521,4.33913,2.13629
353,147.113,0.204967,11.3721,2.13629
41.5,27.4142,0.693915,8.04044,2.13629
