-area:,-length:,-roundIndex:,-eccIndex:,-entropy:
28,20.8284,0.811064,3.00919,2.07493
128.5,56.7279,0.501787,6.39286,2.07493
86,41.3137,0.633169,6.89377,2.07493
70.5,39.0711,0.580348,9.36161,2.07493
39,25.6569,0.744505,4.64963,2.07493
1384,380.024,0.120427,41.3478,2.07493
29,20.8284,0.84003,2.28137,2.07493
750,150.77,0.414614,12.267,2.07493
81,37.3137,0.731068,5.48451,2.06382
283.5,98.3848,0.36805,9.89534,2.06382
56,29.3137,0.818948,4.82938,2.06382
936.5,241.154,0.202361,24.2727,2.06382
317.5,100.042,0.39865,5.16691,2.06382
123,57.799,0.462673,10.9781,2.06382
381.5,120.184,0.331904,14.316,2.06382
217,97.4558,0.287114,9.20843,2.06382
80.5,47.0711,0.45656,5.63427,2.06382
336,89.799,0.523608,8.0364,2.06382
20,23.6569,0.449082,5.21776,2.06342
83,38.1421,0.716932,6.2369,2.06342
390.5,122.184,0.328703,11.3575,2.06342
52,32.8284,0.606336,9.31157,2.06342
1716,368.167,0.159088,19.7429,2.06342
532.5,190.326,0.184728,21.8733,2.06342
226.5,78.0416,0.467332,8.30926,2.06342
70.5,37.0711,0.644657,6.77757,2.06342
28.5,21.4142,0.780999,3.44462,2.06342
1171,303.539,0.159712,42.631,2.06342
31,22.8284,0.747514,4.63329,2.05555
59,31.3137,0.756124,5.58355,2.05555
60,40.9706,0.449177,4.23259,2.05555
1941.5,392.066,0.158719,34.9524,2.05555
90,40.4853,0.690014,3.03767,2.05555
195.5,62.7279,0.62436,4.70683,2.05555
1204,292.711,0.176587,15.5601,2.05555
44,27.6569,0.722865,3.51655,2.04488
68,39.3137,0.55288,7.33463,2.04488
253.5,82.3848,0.469347,8.34854,2.04488
280,82.9706,0.511116,7.56475,2.04488
385.5,111.213,0.391671,5.21329,2.04488
93,43.6569,0.61318,5.44533,2.04488
61,35.6569,0.602912,4.82579,2.04488
76.5,37.4142,0.686749,7.04356,2.04488
102.5,42.2426,0.721824,9.01592,2.04488
57.5,30.2426,0.79002,4.83563,2.04488
1075.5,310.61,0.140084,31.1451,2.04167
103,48.4853,0.550589,11.3621,2.04167
40.5,27.4142,0.677194,10.3396,2.04217
32,34.8284,0.331507,5.27612,2.04217
365.5,96.3848,0.494402,13.0086,2.04217
33,22.8284,0.795741,3.77401,2.04217
769.5,220.326,0.199199,25.2444,2.04217
171,82.1421,0.318474,8.41367,2.04217
146,50.4853,0.719835,5.71346,2.04217
28.5,21.4142,0.780999,3.44462,2.04217
56.5,33.0711,0.649175,7.63559,2.04217
391.5,101.213,0.48025,9.92261,2.04217
37.5,25.4142,0.729605,5.95371,2.04015
334,95.799,0.457335,9.9108,2.04015
866,224.225,0.21645,26.0307,2.04015
57,30.8284,0.753671,4.77521,2.04015
110.5,67.5563,0.304256,11.1952,2.04015
58.5,36.2426,0.559662,5.26085,2.04454
328.5,94.3848,0.463384,11.3438,2.04454
1064.5,214.669,0.29028,23.3231,2.04454
507.5,152.669,0.273618,16.1288,2.04454
49,37.6569,0.434228,6.42116,2.04204
76,38.4853,0.644813,6.13603,2.04204
794,221.941,0.202561,23.1299,2.04204
191,88.9706,0.303215,11.2067,2.04204
240,76.9706,0.509063,10.8993,2.04204
32,34.8284,0.331507,5.27612,2.04204
47,34.8284,0.4869,5.56572,2.04204
33,24.8284,0.672706,7.63038,2.04148
49,37.6569,0.434228,6.42116,2.04148
54,40.8284,0.407079,6.14415,2.04148
46.5,30.2426,0.638886,4.73294,2.04148
1276,378.51,0.11192,22.8379,2.04148
97.5,53.8995,0.42174,9.25713,2.04148
39.5,25.4142,0.768517,6.12439,2.04148
97,45.6569,0.584749,10.7214,2.04148
49.5,36.2426,0.47356,5.89845,2.04474
300,102.284,0.360341,15.8695,2.04474
1115.5,275.64,0.1845,16.4171,2.04474
33,22.8284,0.795741,3.45974,2.04474
570.5,171.497,0.243753,15.2354,2.04474
149.5,67.2132,0.415855,10.8235,2.04474
44.5,26.2426,0.811998,2.11321,2.04474
1123,219.882,0.291883,16.9214,2.04474
54.5,31.4142,0.693991,15.8818,2.04365
125,48.8284,0.658832,9.25778,2.04365
41,32.8284,0.478072,4.83327,2.04365
840,228.083,0.202909,21.4537,2.04365
441,99.4558,0.560258,12.4056,2.04365
29,20.8284,0.84003,2.28137,2.04365
45,26.8284,0.785655,3.70554,2.04365
51,28.8284,0.771149,4.83999,2.04365
203.5,87.5563,0.333579,8.42084,2.04365
184.5,79.5563,0.366317,6.15705,2.04365
1302,317.338,0.162471,24.2887,2.04365
221.5,66.7279,0.625127,7.94905,2.04365
59,36.4853,0.556963,6.68742,2.03658
53.5,34.2426,0.573362,14.879,2.03658
39,31.3137,0.499811,6.26309,2.03658
1266.5,272.125,0.214921,28.6363,2.03658
169,66.9706,0.473509,9.29623,2.03658
37,30.8284,0.489225,4.77852,2.02989
72.5,41.0711,0.540102,13.4844,2.02989
1298.5,333.095,0.147067,18.9492,2.02989
28.5,21.4142,0.780999,3.44462,2.03107
732,204.912,0.219072,31.5524,2.03107
70.5,35.4142,0.706389,6.53477,2.03107
579,138.77,0.377833,19.6521,2.03107
38.5,25.4142,0.749061,4.41238,2.03675
32,22.8284,0.771628,2.95774,2.03675
61.5,37.0711,0.56236,8.77351,2.03675
61,41.6569,0.44174,7.18785,2.03675
280.5,93.6985,0.401493,11.0888,2.03675
62.5,35.0711,0.638546,6.29153,2.03675
616,204.912,0.184356,12.3024,2.03675
28.5,21.4142,0.780999,3.44462,2.03675
33.5,23.4142,0.767884,3.92076,2.03675
322.5,123.012,0.26782,12.9382,2.03675
62,39.6569,0.49541,5.27219,2.03675
167,63.3137,0.523517,12.8228,2.03675
70,35.6569,0.691866,6.05591,2.03675
61,41.6569,0.44174,7.30517,2.0305
1442.5,312.953,0.185083,22.8848,2.0305
58.5,47.5563,0.325049,10.2543,2.0305
777.5,144.385,0.46867,27.682,2.0305
58,30.8284,0.766894,7.73747,2.0305
63,35.6569,0.622679,8.4486,2.03258
59.5,37.0711,0.544072,6.65373,2.03258
28.5,23.5563,0.645415,3.58829,2.03258
757,153.598,0.403213,15.7628,2.03258
538,144.284,0.324754,13.835,2.03258
152,60.1421,0.528075,11.0017,2.03258
128.5,50.7279,0.627507,5.86236,2.03258
45,26.8284,0.785655,4.24736,2.03258
33.5,22.2426,0.850907,2.42365,2.03304
44.5,29.4142,0.646332,4.5913,2.03304
31,22.8284,0.747514,3.21576,2.03304
62,34.4853,0.65514,5.97986,2.03304
73.5,36.2426,0.703165,7.49328,2.03304
528,159.598,0.260489,16.8027,2.03304
374.5,112.042,0.374889,15.7682,2.03304
76,40.4853,0.582679,8.80833,2.03304
49.5,29.4142,0.718953,12.1212,2.03304
503.5,165.841,0.230053,22.3552,2.03304
110.5,44.7279,0.694088,5.29473,2.03304
328.5,82.0416,0.613305,5.17462,2.03304
600,166.426,0.272218,16.288,2.03304
55.5,31.0711,0.722421,5.79678,2.03478
20,20.1421,0.619482,3.79666,2.03478
1512.5,371.238,0.137912,26.8382,2.03478
32.5,23.4142,0.744962,5.6189,2.03478
180.5,74.8701,0.404642,15.0143,2.03478
35,28.8284,0.52922,7.08397,2.03277
56,30.4853,0.757212,4.81523,2.03277
128.5,48.7279,0.680076,7.8308,2.03277
1080,331.196,0.123727,30.2258,2.03277
134.5,47.8995,0.736665,7.66649,2.03277
68,32.8284,0.7929,6.39233,2.03177
53.5,30.2426,0.735062,4.31226,2.03177
787.5,212.669,0.218802,20.1063,2.03177
57,31.6569,0.714742,4.95863,2.03862
233,96.6274,0.313592,10.0641,2.03862
54.5,32.2426,0.658787,4.84035,2.03862
1622.5,405.38,0.124071,23.7255,2.03862
185,82.6274,0.340513,2.98163,2.03862
75.5,43.0711,0.511429,4.96565,2.03862
124.5,66.3848,0.355011,9.53719,2.03862
136,49.6569,0.693091,4.50997,2.03978
50,32.8284,0.583015,9.52218,2.03978
74,36.4853,0.698564,7.47682,2.03978
141.5,53.5563,0.619932,6.00246,2.03978
1407.5,326.953,0.165458,17.1905,2.03978
178.5,57.5563,0.677114,7.97011,2.03978
68,36.8284,0.630017,8.70791,2.03978
769.5,146.184,0.452502,17.4099,2.03978
112,56.8284,0.435809,9.63456,2.03731
67,33.6569,0.743255,4.46925,2.03731
73.5,37.0711,0.672089,6.6196,2.03731
57.5,32.3848,0.688963,3.2518,2.03731
494.5,181.154,0.189356,13.0082,2.03731
72,36.4853,0.679684,5.12554,2.03731
53,28.8284,0.80139,4.20728,2.03731
1593,295.196,0.229723,19.4798,2.03731
37,24.8284,0.754246,3.36518,2.03731
94,41.3137,0.692069,4.35344,2.03731
76.5,37.8995,0.669275,6.90322,2.03729
371,110.627,0.380941,13.9957,2.03729
905,175.598,0.368824,26.0675,2.03729
155.5,53.5563,0.681269,7.02574,2.03729
36,26.8284,0.628524,10.0331,2.03729
39.5,25.4142,0.768517,6.12439,2.03924
56.5,31.4142,0.719459,9.16458,2.03924
68.5,37.0711,0.626369,7.00003,2.03924
57,33.6569,0.632321,6.12743,2.03933
286.5,87.2132,0.473337,9.59551,2.03933
1174,294.368,0.170254,23.3631,2.03933
115.5,72.7279,0.274403,5.13662,2.03933
46,27.6569,0.755722,4.57595,2.03933
72.5,39.8995,0.572286,7.40159,2.03823
431,153.113,0.231028,8.69918,2.03823
833.5,191.154,0.286647,13.8267,2.03823
49.5,27.0711,0.848798,2.54715,2.03823
92,45.6569,0.554607,7.881,2.03823
209.5,77.2132,0.441581,11.3584,2.03823
92.5,49.8995,0.466831,9.89643,2.03823
57.5,32.2426,0.695051,4.73584,2.03823
73.5,39.8995,0.58018,7.10393,2.03779
264.5,95.5563,0.364013,9.9092,2.03779
40.5,25.4142,0.787973,3.98342,2.03779
666,232.083,0.15538,11.494,2.03779
83,44.4853,0.527054,8.622,2.03779
177,84.6274,0.310571,9.11933,2.03779
322.5,88.3848,0.518782,11.7039,2.03779
100.5,40.2426,0.779835,5.15798,2.04554
75,37.3137,0.676915,6.59205,2.04554
415,113.799,0.4027,14.8536,2.04554
29.5,23.8995,0.649015,3.82405,2.04554
1225.5,256.125,0.234758,10.911,2.04554
362,119.941,0.316215,10.2447,2.04554
61,32.8284,0.711278,8.14206,2.04554
138.5,60.7279,0.471936,7.32174,2.04554
32,22.8284,0.771628,3.90276,2.04554
125.5,49.0711,0.654942,8.15652,2.04554
289.5,74.0416,0.6636,13.7809,2.04554
89,38.8284,0.741823,5.06222,2.04026
83.5,41.8995,0.597694,7.91449,2.04026
75.5,42.2426,0.531685,10.8259,2.04026
1841.5,448.208,0.115192,35.5069,2.04026
100,50.4853,0.493038,7.91123,2.04026
364,100.971,0.448664,17.207,2.04026
601,150.284,0.334393,16.5274,2.04026
42,26.8284,0.733278,4.22342,2.04026
550.5,119.355,0.485605,20.287,2.04026
77,34.8284,0.797688,4.70848,2.03667
79,37.3137,0.713017,6.69116,2.03667
788,159.113,0.391135,17.5373,2.03667
41,26.8284,0.715819,9.96632,2.03667
631.5,249.983,0.126988,11.3017,2.03667
109.5,49.8995,0.552626,7.14829,2.03667
76,37.3137,0.685941,6.89158,2.03478
229.5,82.3848,0.424912,8.66763,2.03478
870.5,196.326,0.283807,15.1371,2.03478
60,33.6569,0.665601,3.88526,2.03478
76.5,41.0711,0.569901,7.66268,2.03031
1408,276.225,0.231892,32.0054,2.03031
86,40.4853,0.659347,8.08673,2.03031
160.5,59.8995,0.562132,10.3033,2.03031
67,34.4853,0.707974,6.47553,2.03301
1118,368.853,0.103263,29.8735,2.03301
34.5,23.4142,0.790806,3.49527,2.03301
232.5,89.5563,0.364284,7.90831,2.03301
273,70.6274,0.687742,8.87351,2.03301
92.5,45.8995,0.551742,6.12641,2.03476
124,52.4853,0.565661,6.40454,2.03476
974,253.882,0.189891,25.568,2.03476
59,33.6569,0.654508,5.43879,2.03476
91.5,41.8995,0.654958,5.10826,2.03621
1137.5,280.326,0.181901,37.6877,2.03621
32,21.6569,0.857372,3,2.03621
52.5,33.4142,0.59089,18.0337,2.03294
49,28.8284,0.740908,5.08773,2.03294
61,32.4853,0.726384,5.07166,2.03294
51,32.8284,0.594675,5.43036,2.03294
1244.5,306.61,0.166353,27.7209,2.03294
169,63.3137,0.529787,12.9468,2.03294
44.5,26.2426,0.811998,4.31717,2.03978
75.5,37.8995,0.660526,5.98459,2.03978
38,26.8284,0.663442,7.48844,2.03978
86,46.9706,0.489843,6.11376,2.03978
972,240.225,0.21166,24.5922,2.03978
70.5,35.0711,0.720279,5.97367,2.03978
43,26.8284,0.750737,2.57495,2.03978
70.5,37.0711,0.644657,3.95907,2.03978
114,46.4853,0.662955,6.17989,2.03978
68.5,39.0711,0.563884,7.99191,2.03978
381.5,123.698,0.313311,9.86836,2.03978
73.5,36.7279,0.684707,6.59464,2.04285
47,28.8284,0.710666,5.74387,2.04285
255.5,90.3848,0.393016,10.605,2.04285
498,167.941,0.221884,17.9369,2.04285
29,20.8284,0.84003,0,2.04285
890.5,245.439,0.185763,15.3701,2.04285
142,63.3137,0.445146,13.5173,2.04285
352,91.4558,0.528846,2.39518,2.04285
