1621.7542,7,3.9447,4.2663,0.262774,0.375328,2.14921,,10m
2202.8943,5,7.9809,4.8096,0.2874,0.49231,2.14958,,
1808.8231,6,15.8838,4.3843,0.381268,0.596886,2.14971,,
1398.5195,7,1.8052,3.8892,0.29492,0.345643,2.15462,,
2154.6572,9,4.6335,4.1536,0.355612,0.554033,2.15928,,
2455.8284,7,20.186,5.2346,0.490243,0.255101,2.16253,,
1931.553,12,4.3765,4.7823,0.252572,0.575568,2.16964,,
1984.646,14,5.9832,4.7278,0.332653,0.612523,2.17188,,
2082.9517,9,4.0071,5.3587,0.297206,0.663357,2.1724,,
1653.2721,12,7.4556,3.9663,0.305171,0.525631,2.17136,,
2538.0232,8,5.0178,5.1712,0.255055,0.539014,2.17126,,
2411.4927,9,4.5539,4.865,0.412527,0.484195,2.16917,,
1711.1909,14,3.7058,4.4309,0.337828,0.319837,2.17005,,
1707.2902,8,1.7686,4.6914,0.358915,0.478151,2.17002,,
1930.4136,16,3.5699,5.2764,0.292185,0.559838,2.17104,,
1734.6443,12,3.5365,4.6389,0.302891,0.52275,2.1689,,
2308.9683,9,2.1376,5.0629,0.267763,0.599752,2.16956,,
2318.9399,15,3.6721,4.8829,0.240194,0.563161,2.16769,,
2324.2529,10,2.6362,4.5902,0.426322,0.542811,2.16728,,
2245.4119,9,3.5283,4.9394,0.481504,0.480521,2.16623,,
2425.7256,12,3.0065,4.3025,0.340604,0.450144,2.16665,,
2530.3635,14,2.2594,4.7696,0.44437,0.29118,2.16447,,
2383.2344,13,5.2133,5.3011,0.310074,0.51192,2.16176,,
1968.2144,21,2.3145,4.898,0.312763,0.532207,2.15939,,
2048.4995,12,4.3067,4.955,0.249744,0.280404,2.15893,,
2523.2188,13,3.8385,4.5177,0.38893,0.271473,2.1606,,
1976.7554,23,3.9455,4.9002,0.304224,0.388719,2.16179,,
1489.396,18,3.2104,4.2018,0.463429,0.355111,2.16046,,
2457.552,17,3.5554,5.3012,0.403446,0.360466,2.16207,,
2540.6785,22,2.5056,4.8754,0.184355,0.0924723,2.15972,,
1883.7576,20,2.7606,4.4343,0.253702,0.217325,2.15953,,
2162.5518,8,5.5581,5.2215,0.218265,0.535648,2.1615,,
1684.2869,15,2.03,4.3735,0.36926,0.494487,2.15846,,
2058.2588,18,2.6948,4.8756,0.216383,0.353681,2.16376,,
1987.3782,18,1.0415,4.3894,0.438189,0.389232,2.1619,,
2497.0132,10,2.8183,4.5134,0.305008,0.522715,2.1603,,
2113.6899,8,2.6082,4.6855,0.369795,0.630923,2.16288,,
2455.7483,11,3.361,5.2272,0.277904,0.245817,2.16202,,
2310.3259,13,1.6709,5.2558,0.279455,0.315993,2.16112,,
2116.2637,10,1.8336,4.3629,0.339544,0.281626,2.15849,,
2642.3584,16,1.4981,5.2405,0.375857,0.15809,2.15956,,
2425.3308,16,1.8125,4.0411,0.266026,0.634551,2.16234,,
2254.176,11,2.3274,4.2211,0.207139,0.670569,2.16116,,
2452.314,15,1.9517,5.0374,0.263984,0.310073,2.15997,,
1757.0814,10,1.7862,4.7684,0.31889,0.409066,2.15806,,
2497.345,6,3.6273,4.2458,0.335228,0.372833,2.16326,,
1940.639,8,6.1987,4.5151,0.287961,0.617247,2.16178,,
2557.8979,8,3.5072,3.9748,0.239968,0.653875,2.16184,,
1635.455,4,7.6808,4.1163,0.243547,0.650481,2.16087,,
2494.665,16,2.0257,5.0474,0.342464,0.511057,2.15946,,
2194.3113,14,3.556,4.6269,0.213337,0.295036,2.15761,,
1548.558,10,3.1115,4.4589,0.485303,0.385434,2.16048,,
2239.5115,8,5.0126,4.9627,0.436579,0.372448,2.16908,,
2585.5039,8,2.3629,5.1253,0.372886,0.561662,2.1679,,
2109.6912,7,2.5063,4.3947,0.329346,0.477102,2.16864,,
1806.3885,6,2.9207,4.5007,0.314235,0.423539,2.16943,,
1948.994,8,3.0079,4.5182,0.284495,0.606713,2.16895,,
1749.9473,7,3.5197,3.517,0.290826,0.602891,2.16611,,
2106.8843,3,6.6677,4.3614,0.420441,0.53043,2.16697,,
1848.1117,6,5.2558,4.3791,0.385187,0.541312,2.16756,,
2050.2881,2,3.8581,4.3214,0.267992,0.508165,2.16414,,
1826.2698,3,3.1703,3.902,0.385864,0.443377,2.15949,,
1189.7754,5,1.452,3.4184,0.43036,0.37727,2.16096,,
987.6095,3,1.2102,2.8736,0.371983,0.302056,2.15631,,
403.0881,1,0.521,1.9542,0.434927,0.538327,2.15483,,
399.6773,3,1.4462,1.9197,0,0,0,,
443.7926,0,0.9208,1.7255,0,0,0,,
624.08,0,0.9185,2.4665,0,0,0,,
598.0643,0,1.0057,2.8009,0,0,0,,
394.527,0,0.5513,1.7895,0,0,0,,
277.8341,0,1.2259,1.6472,0,0,0,,
535.7297,0,0.928,2.3225,0,0,0,,
471.4646,0,0.7554,2.0192,0,0,0,,
355.496,0,0.7366,1.6777,0,0,0,,
917.9472,0,0.6683,2.6782,0,0,0,,
1181.817,3,26.5355,3.8429,0.321058,0.718438,2.13382,,
2090.8254,5,7.2608,5.0301,0.363059,0.723765,2.13458,,
1693.3503,7,7.6525,4.4399,0.305629,0.757364,2.13663,,
2095.4456,8,1.477,4.9931,0.429559,0.607415,2.13953,,
1311.6421,5,4.3516,4.0495,0.249667,0.61985,2.14789,,
1619.5652,12,4.5192,4.5977,0.314377,0.661417,2.16105,,
2327.0664,10,1.7512,4.5331,0.339814,0.588602,2.15908,,
2372.3628,10,3.5702,4.5447,0.348801,0.384162,2.16006,,
2247.5742,8,3.4228,4.9907,0.375776,0.512151,2.15924,,
2308.9392,13,2.4885,4.1753,0.22909,0.470054,2.15934,,
1894.2611,8,3.948,4.6971,0.318306,0.492805,2.15821,,
2245.6487,11,3.9382,5.2516,0.251595,0.622958,2.15798,,
1582.5658,8,1.7017,4.3398,0.24662,0.375366,2.15754,,
1817.0828,9,1.0556,4.6991,0.223561,0.348803,2.1576,,
1746.2095,6,1.6216,3.7091,0.292727,0.485133,2.15828,,
2110.8237,19,1.2845,4.3339,0.194158,0.597365,2.15669,,
2338.8372,16,1.326,5.1778,0.20879,0.446621,2.15639,,
1841.6221,14,1.4033,4.7914,0.61574,0.152302,2.15763,,
2464.2161,15,2.4827,5.6002,0.179552,0.424247,2.15551,,
1656.082,17,2.0614,4.5436,0.203828,0.780559,2.15357,,
2479.4453,15,2.7081,4.6987,0.461371,0.70575,2.15463,,
2245.6809,14,1.6023,5.1048,0.171729,0.711001,2.15531,,
2606.3628,19,1.4794,4.8953,0.453557,0.509512,2.16029,,
2477.613,21,1.507,5.2154,0.199572,0.672076,2.1566,,
2146.2451,12,1.6598,3.9022,0.232434,0.688873,2.15506,,
2293.2524,12,2.44,4.494,0.139659,0.623117,2.1609,,
2208.4102,24,1.4148,4.601,0.37856,0.637232,2.15534,,
2298.6743,14,1.894,5.4139,0.173992,0.561206,2.15655,,
2130.7905,19,1.171,4.3151,0.404669,0.192112,2.15242,,
2275.2053,17,2.4485,4.3752,0.280591,0.583509,2.15406,,
2319.3083,24,2.0911,4.1642,0.209367,0.172532,2.15207,,
1685.2172,14,1.5809,4.6427,0.235654,0.652071,2.15154,,
2406.2561,32,1.5757,4.007,0.422382,0.500951,2.15209,,
2509.9084,21,1.8655,5.1226,0.255079,0.3222,2.15594,,
1945.4485,21,1.1225,4.052,0.292475,0.429841,2.15603,,
2289.2788,38,1.7251,5.048,0.259452,0.103098,2.15394,,
2332.7817,30,1.3232,4.9849,0.387975,0.514387,2.15392,,
2017.5405,39,1.1226,4.1007,0.215023,0.400536,2.15453,,
2104.7646,32,1.0874,4.1276,0.41954,0.565973,2.14971,,
2032.0101,34,1.7082,3.7689,0.2376,0.146052,2.15114,,
1200.6025,25,0.9839,3.3873,0.427033,0.440237,2.15205,,
2454.5757,22,1.3521,4.3805,0.178897,0.440318,2.15457,,
1967.8016,23,1.16,4.8033,0.19809,0.395439,2.1493,,
1652.5868,23,1.0246,4.4362,0.337114,0.406346,2.14872,,
2025.7954,23,1.9441,4.0943,0.300528,0.573006,2.14757,,
2497.9119,25,2.5915,5.4061,0.278883,0.685167,2.14749,,
2236.1113,11,1.689,4.8319,0.273265,0.384685,2.1551,,
2335.4136,32,2.6756,5.2325,0.387948,0.257702,2.15479,,
1696.3977,30,1.3232,4.7829,0.371101,0.34184,2.15602,,
2201.8669,20,1.4169,4.7913,0.254191,0.50779,2.15397,,
2615.2556,30,1.5708,5.8077,0.329684,0.494226,2.15149,,
2470.4951,19,2.2191,5.1009,0.261452,0.613374,2.15234,,
1656.7246,23,1.7993,3.7804,0.391385,0.449712,2.15002,,
2307.0007,19,1.0244,5.398,0.215583,0.390592,2.15469,,
2454.5964,28,0.9608,5.6403,0.159683,0.271657,2.15472,,
1826.7063,22,1.1175,4.3033,0.2053,0.402266,2.14328,,
2381.8425,27,1.7683,4.6213,0.307425,0.389509,2.14205,,
2126.7266,20,0.9481,4.7006,0.317151,0.225039,2.14965,,
2050.0093,31,1.3499,4.8728,0.366191,0.361249,2.15133,,
2182.7666,20,1.2101,4.9398,0.315531,0.508257,2.1453,,
1989.7039,23,2.9011,4.8157,0.457494,0.22586,2.14425,,
2535.9136,16,2.014,5.4645,0.332064,0.522954,2.1504,,
2202.3499,19,4.4143,5.3021,0.229452,0.580668,2.14628,,
2414.4902,12,2.1627,5.0692,0.351145,0.580515,2.14289,,
1766.5663,13,0.724,4.6647,0.271015,0.54809,2.14084,,
2596.9084,27,1.4193,5.8531,0.290636,0.419585,2.14475,,
2184.3921,17,4.0813,4.8501,0.335053,0.657965,2.14402,,
2381.3738,13,1.6593,5.02,0.479057,0.479947,2.1443,,
2191.6726,14,1.85,5.46,0.257178,0.474781,2.14221,,
2371.3279,8,5.7345,5.2111,0.309842,0.489711,2.14321,,
2426.3372,19,3.7352,4.4086,0.304489,0.742907,2.14503,,
1996.2242,18,5.6112,4.4828,0.410943,0.382093,2.14291,,
1649.447,4,3.6532,3.9845,0.326733,0.324205,2.13866,,
1736.59,13,2.5659,4.1517,0.332302,0.485469,2.15146,,
2203.6194,8,2.4686,4.6011,0.287946,0.285969,2.15372,,
1696.6334,20,3.598,4.0689,0.310114,0.468159,2.15187,,
2318.8911,23,1.7358,5.4534,0.245664,0.58545,2.14311,,
2224.6257,20,1.4777,4.6031,0.364998,0.578737,2.1443,,
2357.0396,23,2.9064,4.9177,0.200589,0.802304,2.14664,,
2470.1855,24,1.914,5.0279,0.228976,0.586016,2.15021,,
1332.9244,20,1.4867,3.8529,0.433677,0.413317,2.14706,,
2535.7358,12,4.679,4.186,0.321128,0.468265,2.14586,,
2239.5815,21,2.5987,4.3622,0.334077,0.434817,2.14227,,
2390.4685,25,1.7264,5.5512,0.30643,0.682116,2.15534,,
