-area:,-length:,-roundIndex:,-eccIndex:,-entropy:
1425.5,162.042,0.682219,0.145623,2.14079
1427,155.456,0.742027,0.138902,2.14177
1416,153.456,0.755625,0.151699,2.14154
1412,153.456,0.75349,0.16571,2.14239
1416,154.627,0.744218,0.15185,2.14287
1420.5,154.042,0.752272,0.151081,2.14177
1415,153.456,0.755091,0.136134,2.14359
1410,153.456,0.752423,0.13301,2.14267
1424,153.456,0.759894,0.154268,2.14093
1402,150.627,0.776515,0.203002,2.14173
1418,153.456,0.756692,0.149401,2.14047
1409.5,154.042,0.746447,0.154381,2.1416
1417.5,154.042,0.750683,0.14195,2.14085
1419.5,154.042,0.751742,0.16724,2.14115
1407,154.627,0.739488,0.140177,2.14295
1406,150.627,0.77873,0.203313,2.142
1406.5,154.042,0.744858,0.150613,2.14141
1414.5,154.042,0.749094,0.159503,2.14057
1412,154.627,0.742116,0.13981,2.14088
1411,153.456,0.752957,0.169406,2.14192
1407,153.456,0.750822,0.161802,2.14098
1401,153.456,0.74762,0.139261,2.14201
1417.5,154.042,0.750683,0.145558,2.14164
1422.5,158.042,0.71568,0.152944,2.14201
1403,154.627,0.737385,0.225399,2.14154
1417.5,154.042,0.750683,0.153737,2.14172
1393.5,151.213,0.765839,0.22734,2.14103
1389,154.627,0.730027,0.166947,2.14129
1408.5,156.87,0.719261,0.162981,2.14086
1412.5,154.042,0.748035,0.187314,2.14094
1411,157.456,0.715186,0.160454,2.14061
1425,157.456,0.722283,0.15614,2.1407
1403.5,158.042,0.706121,0.175537,2.1402
1387,154.627,0.728976,0.208636,2.14119
1393.5,156.042,0.719177,0.163361,2.14068
1413.5,155.698,0.732718,0.155792,2.13971
1426.5,158.042,0.717693,0.172049,2.14078
1422.5,155.698,0.737383,0.161198,2.14028
1426.5,158.042,0.717693,0.172049,2.13995
1397,154.627,0.734232,0.172324,2.14089
1400.5,155.213,0.730526,0.147921,2.13921
1404.5,156.042,0.724854,0.157722,2.14023
1402.5,155.213,0.731569,0.162377,2.14039
1415.5,155.213,0.73835,0.166939,2.14067
1396,155.799,0.722713,0.157558,2.13986
1391.5,152.385,0.753026,0.24633,2.14057
1392,155.799,0.720642,0.146888,2.13921
1397,152.971,0.750223,0.220311,2.13941
1392.5,156.042,0.718661,0.156828,2.1402
1398,156.627,0.716113,0.173974,2.13899
1404,155.799,0.726855,0.172773,2.14059
1400,155.799,0.724784,0.176198,2.14009
1397,154.627,0.734232,0.178447,2.13952
1400,155.456,0.727987,0.151846,2.13897
1401.5,156.87,0.715687,0.15126,2.13901
1388.5,155.213,0.724267,0.146822,2.13848
1400.5,156.87,0.715176,0.163761,2.13933
1392,155.799,0.720642,0.156024,2.13965
1395.5,155.213,0.727918,0.168846,2.13874
1402.5,155.213,0.731569,0.187489,2.13939
1400,155.799,0.724784,0.162622,2.13995
1396.5,155.213,0.728439,0.161894,2.13999
1392.5,154.042,0.737444,0.14125,2.13929
1388.5,155.213,0.724267,0.162251,2.13891
1392.5,155.213,0.726353,0.160401,2.13865
1414.5,154.042,0.749094,0.148713,2.13862
1392.5,155.213,0.726353,0.152158,2.13877
1415.5,155.213,0.73835,0.137364,2.13902
1384,151.799,0.754759,0.195704,2.13839
1400.5,155.213,0.730526,0.132065,2.13959
1406.5,155.213,0.733656,0.154818,2.13855
1402,154.627,0.73686,0.135895,2.13809
1387,151.799,0.756395,0.194278,2.13841
1393.5,152.385,0.754108,0.186485,2.1387
1391.5,152.385,0.753026,0.19291,2.13839
1399.5,155.213,0.730004,0.147132,2.13794
1412,154.627,0.742116,0.155461,2.13855
1394.5,155.213,0.727396,0.162517,2.13847
1407,154.627,0.739488,0.147109,2.13747
1406.5,155.213,0.733656,0.150953,2.13786
1406.5,155.213,0.733656,0.147058,2.13818
1390.5,155.213,0.72531,0.163618,2.13811
1392.5,155.213,0.726353,0.142492,2.13725
1384.5,155.213,0.72218,0.151377,2.13745
1397.5,155.213,0.728961,0.145039,2.13661
1405.5,155.213,0.733134,0.143537,2.13711
1398.5,155.213,0.729483,0.145232,2.13774
1391.5,151.213,0.76474,0.207542,2.13706
1397.5,155.213,0.728961,0.155872,2.13693
1395,154.627,0.733181,0.133858,2.13656
1398,154.627,0.734757,0.129699,2.13646
1396.5,155.213,0.728439,0.160826,2.13659
1401,153.456,0.74762,0.145395,2.13687
1407,154.627,0.739488,0.162693,2.13769
1397.5,151.213,0.768037,0.183384,2.13748
1405,153.456,0.749755,0.150599,2.13662
1400.5,155.213,0.730526,0.157048,2.13757
1401,154.627,0.736334,0.133289,2.13656
1401.5,155.213,0.731048,0.158092,2.13694
1375.5,152.385,0.744367,0.1814,2.13689
1382.5,155.213,0.721137,0.145917,2.13604
1395,153.456,0.744419,0.139486,2.13687
1404.5,155.213,0.732612,0.167216,2.13578
1390,154.627,0.730553,0.163827,2.13652
1398.5,155.213,0.729483,0.173369,2.13552
1390.5,154.042,0.736384,0.163491,2.1366
1393,154.627,0.73213,0.118788,2.13607
1407,154.627,0.739488,0.177859,2.13609
1404.5,155.213,0.732612,0.149152,2.13631
1387.5,152.385,0.750861,0.182071,2.13493
1390.5,155.213,0.72531,0.152862,2.13558
1402.5,155.213,0.731569,0.133344,2.13685
1391,154.627,0.731078,0.13096,2.13634
1394.5,154.042,0.738503,0.132665,2.13553
1389.5,154.042,0.735855,0.134726,2.13588
1394.5,155.213,0.727396,0.155384,2.13528
1383.5,154.042,0.732677,0.129492,2.13615
1388.5,155.213,0.724267,0.15177,2.13604
1362.5,152.042,0.740664,0.136895,2.1361
1364.5,151.213,0.749901,0.204591,2.13477
1403.5,155.213,0.732091,0.154514,2.13599
1402,154.627,0.73686,0.154745,2.13522
1396.5,158.042,0.702599,0.175337,2.13474
1358.5,149.556,0.763238,0.231628,2.13304
1375,153.456,0.733746,0.173857,2.13488
1398,156.284,0.719261,0.144871,2.13421
1382.5,153.213,0.740087,0.196121,2.13474
1378,151.799,0.751487,0.19602,2.1355
1391,156.284,0.71566,0.171202,2.13626
1381.5,154.042,0.731618,0.171272,2.13498
1367.5,152.042,0.743382,0.171487,2.13451
1364.5,151.213,0.749901,0.159856,2.13497
1391,154.627,0.731078,0.156788,2.13506
1361.5,150.042,0.759983,0.188187,2.13502
1383,154.627,0.726874,0.171295,2.1344
1381,153.456,0.736948,0.160151,2.13422
1408.5,155.213,0.734699,0.150445,2.13405
1396,153.456,0.744952,0.154462,2.13388
1389.5,154.042,0.735855,0.134726,2.13462
1393.5,156.042,0.719177,0.172736,2.13387
1399,154.627,0.735283,0.167043,2.13399
1398.5,154.042,0.740621,0.157287,2.13449
1393,154.627,0.73213,0.165415,2.13408
1374,154.627,0.722144,0.146986,2.13295
1379.5,151.213,0.758145,0.19268,2.13332
1377.5,151.213,0.757046,0.220461,2.13357
1377.5,154.042,0.7295,0.14804,2.13249
1377,153.456,0.734813,0.15358,2.1332
1389.5,154.042,0.735855,0.13404,2.13312
1372,151.799,0.748215,0.185996,2.13227
1387.5,154.042,0.734796,0.140442,2.13092
1388.5,152.87,0.746639,0.130105,2.1316
1384,155.799,0.716501,0.130872,2.13152
1388.5,154.042,0.735325,0.150668,2.13001
1383,153.456,0.738015,0.133609,2.13128
1391.5,152.385,0.753026,0.174591,2.12992
1385,150.627,0.767099,0.15574,2.13134
1385,150.627,0.767099,0.168237,2.13138
1393,153.456,0.743351,0.14291,2.13095
1390.5,154.042,0.736384,0.102683,2.13047
1398.5,154.042,0.740621,0.117535,2.13023
1398.5,152.87,0.752017,0.122279,2.1321
1396,154.627,0.733706,0.126343,2.12994
1392,153.456,0.742818,0.115043,2.1301
1389.5,151.213,0.763641,0.176675,2.12993
1395,153.456,0.744419,0.134483,2.12922
1402.5,154.042,0.742739,0.115893,2.13019
1381.5,151.213,0.759244,0.156924,2.12932
1381.5,154.042,0.731618,0.146435,2.128
1394.5,155.213,0.727396,0.11821,2.12938
1379,154.627,0.724772,0.126035,2.12985
1377.5,156.87,0.703431,0.141591,2.12964
1387.5,154.042,0.734796,0.142532,2.12947
1368.5,151.213,0.752099,0.133372,2.12946
1361,147.799,0.782934,0.182078,2.13069
1382,151.456,0.757087,0.133725,2.12988
1369,151.799,0.746579,0.150257,2.12978
1394.5,154.042,0.738503,0.119081,2.12995
1370.5,158.042,0.689518,0.140108,2.12933
1371.5,148.042,0.78639,0.165454,2.12976
1379,152.284,0.747247,0.120496,2.12889
1368,148.971,0.774631,0.205888,2.12897
1370,150.627,0.758791,0.189217,2.1305
1362.5,149.556,0.765485,0.193484,2.12987
1375,154.627,0.722669,0.134558,2.12827
1370.5,151.213,0.753199,0.147454,2.12862
1370.5,151.213,0.753199,0.149249,2.12945
1375.5,154.042,0.728441,0.148722,2.12871
1371,154.627,0.720567,0.127628,2.12908
1382.5,152.385,0.748155,0.195596,2.1304
1374,155.456,0.714468,0.155325,2.1309
1379,151.799,0.752032,0.201481,2.12885
