1,1621.7542,7,3.9447,4.2663,0.262774,0.375328,2.14921
1,2202.8943,5,7.9809,4.8096,0.2874,0.49231,2.14958
1,1808.8231,6,15.8838,4.3843,0.381268,0.596886,2.14971
1,1398.5195,7,1.8052,3.8892,0.29492,0.345643,2.15462
1,2154.6572,9,4.6335,4.1536,0.355612,0.554033,2.15928
1,2455.8284,7,20.186,5.2346,0.490243,0.255101,2.16253
1,1931.553,12,4.3765,4.7823,0.252572,0.575568,2.16964
1,1984.646,14,5.9832,4.7278,0.332653,0.612523,2.17188
1,2082.9517,9,4.0071,5.3587,0.297206,0.663357,2.1724
1,1653.2721,12,7.4556,3.9663,0.305171,0.525631,2.17136
1,2538.0232,8,5.0178,5.1712,0.255055,0.539014,2.17126
1,2411.4927,9,4.5539,4.865,0.412527,0.484195,2.16917
1,1711.1909,14,3.7058,4.4309,0.337828,0.319837,2.17005
1,1707.2902,8,1.7686,4.6914,0.358915,0.478151,2.17002
1,1930.4136,16,3.5699,5.2764,0.292185,0.559838,2.17104
1,1734.6443,12,3.5365,4.6389,0.302891,0.52275,2.1689
1,2308.9683,9,2.1376,5.0629,0.267763,0.599752,2.16956
1,2318.9399,15,3.6721,4.8829,0.240194,0.563161,2.16769
1,2324.2529,10,2.6362,4.5902,0.426322,0.542811,2.16728
1,2245.4119,9,3.5283,4.9394,0.481504,0.480521,2.16623
1,2425.7256,12,3.0065,4.3025,0.340604,0.450144,2.16665
1,2530.3635,14,2.2594,4.7696,0.44437,0.29118,2.16447
1,2383.2344,13,5.2133,5.3011,0.310074,0.51192,2.16176
1,1968.2144,21,2.3145,4.898,0.312763,0.532207,2.15939
1,2048.4995,12,4.3067,4.955,0.249744,0.280404,2.15893
1,2523.2188,13,3.8385,4.5177,0.38893,0.271473,2.1606
1,1976.7554,23,3.9455,4.9002,0.304224,0.388719,2.16179
1,1489.396,18,3.2104,4.2018,0.463429,0.355111,2.16046
1,2457.552,17,3.5554,5.3012,0.403446,0.360466,2.16207
1,2540.6785,22,2.5056,4.8754,0.184355,0.0924723,2.15972
1,1883.7576,20,2.7606,4.4343,0.253702,0.217325,2.15953
1,2162.5518,8,5.5581,5.2215,0.218265,0.535648,2.1615
1,1684.2869,15,2.03,4.3735,0.36926,0.494487,2.15846
1,2058.2588,18,2.6948,4.8756,0.216383,0.353681,2.16376
1,1987.3782,18,1.0415,4.3894,0.438189,0.389232,2.1619
1,2497.0132,10,2.8183,4.5134,0.305008,0.522715,2.1603
1,2113.6899,8,2.6082,4.6855,0.369795,0.630923,2.16288
1,2455.7483,11,3.361,5.2272,0.277904,0.245817,2.16202
1,2310.3259,13,1.6709,5.2558,0.279455,0.315993,2.16112
1,2116.2637,10,1.8336,4.3629,0.339544,0.281626,2.15849
1,2642.3584,16,1.4981,5.2405,0.375857,0.15809,2.15956
1,2425.3308,16,1.8125,4.0411,0.266026,0.634551,2.16234
1,2254.176,11,2.3274,4.2211,0.207139,0.670569,2.16116
1,2452.314,15,1.9517,5.0374,0.263984,0.310073,2.15997
1,1757.0814,10,1.7862,4.7684,0.31889,0.409066,2.15806
1,2497.345,6,3.6273,4.2458,0.335228,0.372833,2.16326
1,1940.639,8,6.1987,4.5151,0.287961,0.617247,2.16178
1,2557.8979,8,3.5072,3.9748,0.239968,0.653875,2.16184
1,1635.455,4,7.6808,4.1163,0.243547,0.650481,2.16087
1,2494.665,16,2.0257,5.0474,0.342464,0.511057,2.15946
1,2194.3113,14,3.556,4.6269,0.213337,0.295036,2.15761
1,1548.558,10,3.1115,4.4589,0.485303,0.385434,2.16048
1,2239.5115,8,5.0126,4.9627,0.436579,0.372448,2.16908
1,2585.5039,8,2.3629,5.1253,0.372886,0.561662,2.1679
1,2109.6912,7,2.5063,4.3947,0.329346,0.477102,2.16864
1,1806.3885,6,2.9207,4.5007,0.314235,0.423539,2.16943
