
[2022-12-09 16:39:46.211]# RECV ASCII>
548.6660 0 0.7291 2.5355

[2022-12-09 16:39:47.020]# RECV ASCII>
100.3932 0 0.0948 1.1208

[2022-12-09 16:39:47.826]# RECV ASCII>
377.9270 0 0.7267 1.6020

[2022-12-09 16:39:48.633]# RECV ASCII>
449.1449 0 0.5348 1.9703

[2022-12-09 16:39:49.442]# RECV ASCII>
800.0666 0 0.4128 2.5139

[2022-12-09 16:39:50.249]# RECV ASCII>
370.1578 0 0.2951 2.0038

[2022-12-09 16:39:51.057]# RECV ASCII>
959.4626 0 0.6968 3.0438

[2022-12-09 16:39:51.862]# RECV ASCII>
232.0184 0 0.2020 1.6354

[2022-12-09 16:39:52.671]# RECV ASCII>
370.3542 0 0.8658 1.8223

[2022-12-09 16:39:53.476]# RECV ASCII>
291.7934 0 0.2259 1.7331

[2022-12-09 16:39:54.286]# RECV ASCII>
371.1318 0 1.1880 1.9716

[2022-12-09 16:39:55.082]# RECV ASCII>
346.6665 0 0.7337 2.1187

[2022-12-09 16:39:55.900]# RECV ASCII>
354.6195 0 0.2394 2.1166

[2022-12-09 16:39:56.705]# RECV ASCII>
1379.4904 0 0.7851 3.2426

[2022-12-09 16:39:57.510]# RECV ASCII>
628.0387 0 0.7083 2.0557

[2022-12-09 16:39:58.318]# RECV ASCII>
373.2396 0 0.8026 1.9005

[2022-12-09 16:39:59.121]# RECV ASCII>
893.6583 0 0.8984 2.1915

[2022-12-09 16:39:59.926]# RECV ASCII>
532.4542 0 0.9357 2.3470

[2022-12-09 16:40:00.736]# RECV ASCII>
656.1375 0 0.5234 2.1483

[2022-12-09 16:40:01.540]# RECV ASCII>
209.9294 0 0.5193 1.2716

[2022-12-09 16:40:02.348]# RECV ASCII>
457.5774 0 0.5348 1.9458

[2022-12-09 16:40:03.155]# RECV ASCII>
447.0985 0 0.7150 1.7899

[2022-12-09 16:40:03.962]# RECV ASCII>
549.8418 0 0.6629 2.2506

[2022-12-09 16:40:04.771]# RECV ASCII>
201.0549 0 0.2724 1.6881

[2022-12-09 16:40:05.575]# RECV ASCII>
452.6336 0 0.4471 2.1690

[2022-12-09 16:40:06.380]# RECV ASCII>
317.7548 0 0.4385 1.7484

[2022-12-09 16:40:07.196]# RECV ASCII>
299.8992 0 0.5132 1.8072

[2022-12-09 16:40:08.002]# RECV ASCII>
203.8672 0 0.4488 1.4900

[2022-12-09 16:40:08.806]# RECV ASCII>
403.4608 0 0.4273 2.2097

[2022-12-09 16:40:09.612]# RECV ASCII>
693.2726 6 0.9241 2.3550

[2022-12-09 16:40:10.417]# RECV ASCII>
510.3295 0 0.2735 2.1458

[2022-12-09 16:40:11.221]# RECV ASCII>
545.0064 0 0.3548 2.1865

[2022-12-09 16:40:12.026]# RECV ASCII>
393.9277 0 0.6589 1.8206

[2022-12-09 16:40:12.842]# RECV ASCII>
385.6088 0 0.1975 1.8594

[2022-12-09 16:40:13.646]# RECV ASCII>
257.3303 0 0.2803 1.6670

[2022-12-09 16:40:14.456]# RECV ASCII>
343.0887 0 0.2275 1.8133

[2022-12-09 16:40:15.260]# RECV ASCII>
366.1938 0 0.9641 1.9917

[2022-12-09 16:40:16.068]# RECV ASCII>
154.8330 0 0.1062 1.1768

[2022-12-09 16:40:16.877]# RECV ASCII>
189.5911 0 0.3114 1.6323

[2022-12-09 16:40:17.682]# RECV ASCII>
339.3596 0 0.7978 1.9534

[2022-12-09 16:40:18.490]# RECV ASCII>
199.9393 0 0.3681 1.5657

[2022-12-09 16:40:19.294]# RECV ASCII>
203.6878 0 0.6875 1.5284

[2022-12-09 16:40:20.099]# RECV ASCII>
337.7774 0 0.2541 1.7974

[2022-12-09 16:40:20.908]# RECV ASCII>
275.7361 0 0.3301 1.5247

[2022-12-09 16:40:21.715]# RECV ASCII>
222.0274 0 0.1441 1.4065

[2022-12-09 16:40:22.521]# RECV ASCII>
107.4983 0 0.3691 1.2515

[2022-12-09 16:40:23.326]# RECV ASCII>
157.4703 0 0.4710 1.3265

[2022-12-09 16:40:24.135]# RECV ASCII>
214.6978 0 0.5985 1.3958

[2022-12-09 16:40:24.940]# RECV ASCII>
298.2448 0 0.2766 1.9351

[2022-12-09 16:40:25.745]# RECV ASCII>
1586.4359 0 0.8327 3.4651

[2022-12-09 16:40:26.550]# RECV ASCII>
145.7768 0 0.0939 1.0073

[2022-12-09 16:40:27.366]# RECV ASCII>
126.8318 0 0.0835 1.0914

[2022-12-09 16:40:28.172]# RECV ASCII>
1038.6942 0 0.4396 2.8656

[2022-12-09 16:40:28.978]# RECV ASCII>
529.6149 0 0.7202 2.0988

[2022-12-09 16:40:29.782]# RECV ASCII>
542.5850 0 0.9051 1.9207

[2022-12-09 16:40:30.586]# RECV ASCII>
502.7482 0 0.4112 2.2074

[2022-12-09 16:40:31.392]# RECV ASCII>
439.7300 0 0.4927 1.9286

[2022-12-09 16:40:32.197]# RECV ASCII>
729.5280 0 0.3144 2.3501

[2022-12-09 16:40:33.005]# RECV ASCII>
161.4572 0 0.2657 1.4790

[2022-12-09 16:40:33.821]# RECV ASCII>
217.2423 0 0.3549 1.4401

[2022-12-09 16:40:34.626]# RECV ASCII>
399.4841 0 0.6824 1.7090

[2022-12-09 16:40:35.431]# RECV ASCII>
790.2581 0 0.4333 2.6772

[2022-12-09 16:40:36.237]# RECV ASCII>
278.4285 0 0.2189 1.5367

[2022-12-09 16:40:37.041]# RECV ASCII>
599.9247 0 0.4725 2.5500

[2022-12-09 16:40:37.846]# RECV ASCII>
424.6486 0 0.7301 1.9545

[2022-12-09 16:40:38.654]# RECV ASCII>
259.3429 0 0.1983 1.5798

[2022-12-09 16:40:39.462]# RECV ASCII>
151.7077 0 0.2616 1.4781

[2022-12-09 16:40:40.269]# RECV ASCII>
315.1220 0 0.3594 1.7496

[2022-12-09 16:40:41.072]# RECV ASCII>
529.6942 0 0.5616 2.4059

[2022-12-09 16:40:41.889]# RECV ASCII>
271.0174 8 0.3770 1.4211

[2022-12-09 16:40:42.695]# RECV ASCII>
393.1885 5 0.3409 1.7963

[2022-12-09 16:40:43.492]# RECV ASCII>
206.9556 0 0.1111 1.4897

[2022-12-09 16:40:44.302]# RECV ASCII>
756.1979 0 0.4827 2.5548

[2022-12-09 16:40:45.113]# RECV ASCII>
346.6925 0 0.4686 1.8916

[2022-12-09 16:40:45.923]# RECV ASCII>
436.8973 0 0.8327 2.1724

[2022-12-09 16:40:46.726]# RECV ASCII>
474.8214 0 0.4232 2.0148

[2022-12-09 16:40:47.530]# RECV ASCII>
520.2431 0 1.3871 2.0800

[2022-12-09 16:40:48.335]# RECV ASCII>
213.9157 0 0.3132 1.5405

[2022-12-09 16:40:49.142]# RECV ASCII>
445.5995 0 0.4895 2.0416

[2022-12-09 16:40:49.958]# RECV ASCII>
333.3160 0 0.5094 1.6927

[2022-12-09 16:40:50.763]# RECV ASCII>
412.6531 0 1.4985 1.6581

[2022-12-09 16:40:51.568]# RECV ASCII>
323.2140 0 0.4771 1.8241

[2022-12-09 16:40:52.374]# RECV ASCII>
372.2647 0 0.6556 1.7367

[2022-12-09 16:40:53.178]# RECV ASCII>
315.6350 0 0.4028 2.1236

[2022-12-09 16:40:53.984]# RECV ASCII>
173.4958 0 0.4464 1.2495

[2022-12-09 16:40:54.791]# RECV ASCII>
282.2174 0 0.2885 1.7758

[2022-12-09 16:40:55.605]# RECV ASCII>
794.9528 0 0.7207 3.2696

[2022-12-09 16:40:56.410]# RECV ASCII>
825.5258 0 0.5829 2.8064
