
[2022-12-09 16:23:49.854]# RECV ASCII>
152.6944 0 0.3062 1.2398

[2022-12-09 16:23:50.656]# RECV ASCII>
209.6955 0 0.6335 1.3545

[2022-12-09 16:23:51.473]# RECV ASCII>
239.6910 0 0.4798 1.6851

[2022-12-09 16:23:52.268]# RECV ASCII>
596.0938 0 0.6474 2.2390

[2022-12-09 16:23:53.086]# RECV ASCII>
883.1555 0 0.5687 3.1766

[2022-12-09 16:23:53.888]# RECV ASCII>
822.9348 0 0.5471 2.2262

[2022-12-09 16:23:54.698]# RECV ASCII>
130.1089 0 0.1293 1.1009

[2022-12-09 16:23:55.496]# RECV ASCII>
115.3643 0 0.6566 1.0753

[2022-12-09 16:23:56.312]# RECV ASCII>
47.4876 0 0.2831 0.6297

[2022-12-09 16:23:57.108]# RECV ASCII>
158.4650 0 0.4103 1.1811

[2022-12-09 16:23:57.925]# RECV ASCII>
73.9828 0 0.3892 0.5994

[2022-12-09 16:23:58.734]# RECV ASCII>
51.3874 0 0.3046 0.6453

[2022-12-09 16:23:59.538]# RECV ASCII>
69.8978 0 0.0801 0.9122

[2022-12-09 16:24:00.347]# RECV ASCII>
458.8690 0 0.4747 2.0078

[2022-12-09 16:24:01.152]# RECV ASCII>
507.2211 0 0.5401 1.9292

[2022-12-09 16:24:01.958]# RECV ASCII>
228.6590 0 0.1534 1.8243

[2022-12-09 16:24:02.763]# RECV ASCII>
331.5937 0 0.2403 2.0184

[2022-12-09 16:24:03.568]# RECV ASCII>
437.8094 0 0.2699 1.8290

[2022-12-09 16:24:04.375]# RECV ASCII>
219.4561 0 0.2773 1.5013

[2022-12-09 16:24:05.182]# RECV ASCII>
326.4876 0 0.2742 1.8570

[2022-12-09 16:24:05.986]# RECV ASCII>
255.2719 0 0.3567 1.7524

[2022-12-09 16:24:06.792]# RECV ASCII>
147.5800 0 0.2100 1.3042

[2022-12-09 16:24:07.609]# RECV ASCII>
351.3864 0 0.4353 1.6995

[2022-12-09 16:24:08.414]# RECV ASCII>
257.1746 0 0.4523 1.3896

[2022-12-09 16:24:09.222]# RECV ASCII>
199.8749 0 0.1557 1.2355

[2022-12-09 16:24:10.027]# RECV ASCII>
507.0803 0 1.4121 2.3533

[2022-12-09 16:24:10.826]# RECV ASCII>
498.5314 0 0.2919 2.2831

[2022-12-09 16:24:11.640]# RECV ASCII>
250.4321 0 0.2488 1.8623

[2022-12-09 16:24:12.447]# RECV ASCII>
131.9693 0 0.0965 1.2662

[2022-12-09 16:24:13.256]# RECV ASCII>
219.2323 0 0.2166 1.5203

[2022-12-09 16:24:14.060]# RECV ASCII>
231.6458 0 0.1452 1.5764

[2022-12-09 16:24:14.860]# RECV ASCII>
157.1253 0 0.1457 1.1574

[2022-12-09 16:24:15.668]# RECV ASCII>
72.2582 0 0.1445 0.9994

[2022-12-09 16:24:16.473]# RECV ASCII>
82.6619 0 0.1651 0.7820

[2022-12-09 16:24:17.290]# RECV ASCII>
295.5099 0 0.2481 1.7651

[2022-12-09 16:24:18.096]# RECV ASCII>
116.6236 0 0.0898 1.0735

[2022-12-09 16:24:18.894]# RECV ASCII>
191.4113 0 1.4885 1.5004

[2022-12-09 16:24:19.711]# RECV ASCII>
166.9393 1 0.3534 1.2761

[2022-12-09 16:24:20.515]# RECV ASCII>
531.5958 0 0.5426 2.1583

[2022-12-09 16:24:21.324]# RECV ASCII>
364.8653 0 1.0397 1.7538

[2022-12-09 16:24:22.128]# RECV ASCII>
126.8637 0 0.1742 1.0040

[2022-12-09 16:24:22.938]# RECV ASCII>
263.4691 0 0.3256 1.2089

[2022-12-09 16:24:23.737]# RECV ASCII>
199.9556 0 0.2562 0.9901

[2022-12-09 16:24:24.541]# RECV ASCII>
188.4604 0 0.3657 1.4412

[2022-12-09 16:24:25.349]# RECV ASCII>
245.6181 0 0.1983 1.6539

[2022-12-09 16:24:26.167]# RECV ASCII>
190.8395 0 1.0207 1.4458

[2022-12-09 16:24:26.964]# RECV ASCII>
34.3846 0 0.0454 0.5974

[2022-12-09 16:24:27.769]# RECV ASCII>
30.9426 0 0.1264 0.5325

[2022-12-09 16:24:28.586]# RECV ASCII>
74.7732 0 0.0641 0.8260

[2022-12-09 16:24:29.383]# RECV ASCII>
57.2578 0 0.0569 0.7017

[2022-12-09 16:24:30.190]# RECV ASCII>
455.2367 0 0.3818 2.0277

