
[2022-12-09 16:45:17.014]# RECV ASCII>
163.1844 7 2.5316 1.2818

[2022-12-09 16:45:17.819]# RECV ASCII>
1028.5948 0 0.9392 2.7986

[2022-12-09 16:45:18.624]# RECV ASCII>
173.7566 0 0.2059 1.3783

[2022-12-09 16:45:19.434]# RECV ASCII>
211.8787 0 0.3835 1.5025

[2022-12-09 16:45:20.242]# RECV ASCII>
551.0100 0 0.7416 2.3760

[2022-12-09 16:45:21.048]# RECV ASCII>
407.9544 0 0.8905 2.2291

[2022-12-09 16:45:21.854]# RECV ASCII>
569.9662 0 0.3512 2.0863

[2022-12-09 16:45:22.659]# RECV ASCII>
670.2663 0 0.5230 2.0095

[2022-12-09 16:45:23.464]# RECV ASCII>
118.1718 7 0.2056 1.1591

[2022-12-09 16:45:24.276]# RECV ASCII>
241.6880 9 0.7054 1.5689

[2022-12-09 16:45:25.080]# RECV ASCII>
248.7135 3 0.2732 1.6885

[2022-12-09 16:45:25.886]# RECV ASCII>
555.4476 17 0.4069 2.5947

[2022-12-09 16:45:26.691]# RECV ASCII>
526.4538 0 0.8057 2.3730

[2022-12-09 16:45:27.496]# RECV ASCII>
173.9056 9 0.1293 1.4050

[2022-12-09 16:45:28.306]# RECV ASCII>
387.1161 4 0.1758 1.8699

[2022-12-09 16:45:29.113]# RECV ASCII>
174.9721 9 0.1136 1.1759

[2022-12-09 16:45:29.922]# RECV ASCII>
108.9061 8 0.0896 1.1255

[2022-12-09 16:45:30.726]# RECV ASCII>
157.0075 0 0.3582 1.3474

[2022-12-09 16:45:31.532]# RECV ASCII>
84.6924 16 0.4524 0.9974

[2022-12-09 16:45:32.336]# RECV ASCII>
333.2841 7 0.3653 1.6494

[2022-12-09 16:45:33.154]# RECV ASCII>
479.5879 0 0.4136 2.2352

[2022-12-09 16:45:33.953]# RECV ASCII>
936.1069 0 0.9447 2.6587

[2022-12-09 16:45:34.758]# RECV ASCII>
382.1000 0 0.5852 2.1739

[2022-12-09 16:45:35.574]# RECV ASCII>
269.7999 0 0.3665 1.7571

[2022-12-09 16:45:36.378]# RECV ASCII>
229.7892 0 0.1966 1.5716

[2022-12-09 16:45:37.183]# RECV ASCII>
227.3497 0 0.2441 1.3799

[2022-12-09 16:45:37.988]# RECV ASCII>
510.2161 0 0.4752 1.9740

[2022-12-09 16:45:38.793]# RECV ASCII>
83.6186 0 0.4817 0.9497

[2022-12-09 16:45:39.603]# RECV ASCII>
201.7518 0 0.5695 1.6257

[2022-12-09 16:45:40.408]# RECV ASCII>
482.2460 0 0.3289 2.2569

[2022-12-09 16:45:41.212]# RECV ASCII>
564.1578 0 0.3045 1.9972

[2022-12-09 16:45:42.019]# RECV ASCII>
493.6233 0 0.3748 2.2756

[2022-12-09 16:45:42.834]# RECV ASCII>
429.1964 0 0.2462 1.8571

[2022-12-09 16:45:43.639]# RECV ASCII>
418.2123 0 0.3798 1.9700

[2022-12-09 16:45:44.442]# RECV ASCII>
327.0394 0 0.2792 1.8076

[2022-12-09 16:45:45.246]# RECV ASCII>
589.3851 0 0.6459 2.4633

[2022-12-09 16:45:46.059]# RECV ASCII>
324.2184 0 0.3689 1.7937

[2022-12-09 16:45:46.870]# RECV ASCII>
466.2666 0 0.4250 1.8859

[2022-12-09 16:45:47.674]# RECV ASCII>
896.0567 0 0.4355 3.2783

[2022-12-09 16:45:48.480]# RECV ASCII>
437.7029 0 0.3150 2.4509

[2022-12-09 16:45:49.289]# RECV ASCII>
142.0268 0 0.1694 1.2645

[2022-12-09 16:45:50.094]# RECV ASCII>
263.6012 0 0.1349 1.7463

[2022-12-09 16:45:50.898]# RECV ASCII>
585.0517 0 0.3475 2.4105

[2022-12-09 16:45:51.703]# RECV ASCII>
287.9925 0 0.4125 1.6009

[2022-12-09 16:45:52.508]# RECV ASCII>
1403.0171 0 0.9119 2.4866

[2022-12-09 16:45:53.314]# RECV ASCII>
496.3603 0 0.8443 1.2980

[2022-12-09 16:45:54.121]# RECV ASCII>
452.4489 0 1.5368 2.2828

[2022-12-09 16:45:54.937]# RECV ASCII>
433.4534 0 0.5178 2.3092

[2022-12-09 16:45:55.742]# RECV ASCII>
317.3733 0 0.3649 1.7453

[2022-12-09 16:45:56.552]# RECV ASCII>
1007.1157 0 0.6464 2.8224

[2022-12-09 16:45:57.352]# RECV ASCII>
230.9550 0 1.1655 1.3785

[2022-12-09 16:45:58.162]# RECV ASCII>
173.6316 0 0.6693 1.1492

[2022-12-09 16:45:58.973]# RECV ASCII>
116.8573 0 0.4047 1.0938

[2022-12-09 16:45:59.778]# RECV ASCII>
246.0419 0 0.5324 1.4468

[2022-12-09 16:46:00.587]# RECV ASCII>
272.3141 0 0.2985 1.6209

[2022-12-09 16:46:01.392]# RECV ASCII>
152.4608 0 0.7258 1.1329

[2022-12-09 16:46:02.197]# RECV ASCII>
383.0196 0 0.2236 1.7096

[2022-12-09 16:46:03.002]# RECV ASCII>
1069.3627 0 1.1862 3.3378

[2022-12-09 16:46:03.807]# RECV ASCII>
224.1974 0 0.3685 1.6288

[2022-12-09 16:46:04.619]# RECV ASCII>
582.2843 0 0.4270 2.2560

[2022-12-09 16:46:05.424]# RECV ASCII>
427.5705 0 0.3078 2.1077

[2022-12-09 16:46:06.233]# RECV ASCII>
323.0825 0 0.4390 1.9524

[2022-12-09 16:46:07.030]# RECV ASCII>
248.3005 0 1.5990 1.4279

[2022-12-09 16:46:07.847]# RECV ASCII>
252.8832 0 0.1908 1.5907

[2022-12-09 16:46:08.646]# RECV ASCII>
482.5667 0 0.8618 2.0565

[2022-12-09 16:46:09.461]# RECV ASCII>
175.9685 0 0.1829 1.4084

[2022-12-09 16:46:10.268]# RECV ASCII>
261.9662 0 0.4221 1.5087

[2022-12-09 16:46:11.072]# RECV ASCII>
200.0075 0 0.2231 1.1886

[2022-12-09 16:46:11.878]# RECV ASCII>
293.2269 0 0.3604 1.5136

[2022-12-09 16:46:12.683]# RECV ASCII>
410.6123 0 0.6683 1.4386

[2022-12-09 16:46:13.488]# RECV ASCII>
427.7341 0 0.2066 1.6983

[2022-12-09 16:46:14.299]# RECV ASCII>
289.6116 0 0.6585 1.6910

[2022-12-09 16:46:15.105]# RECV ASCII>
569.3403 0 0.4535 1.8276

[2022-12-09 16:46:15.912]# RECV ASCII>
516.6642 0 0.4313 1.9672

[2022-12-09 16:46:16.718]# RECV ASCII>
545.2760 0 0.4157 1.4788

[2022-12-09 16:46:17.524]# RECV ASCII>
958.5274 0 1.2424 2.2710

[2022-12-09 16:46:18.329]# RECV ASCII>
282.4268 0 0.3555 1.4593

[2022-12-09 16:46:19.132]# RECV ASCII>
849.2666 0 0.5562 2.3724

[2022-12-09 16:46:19.951]# RECV ASCII>
815.0177 0 1.0169 2.2468

[2022-12-09 16:46:20.754]# RECV ASCII>
142.2532 0 0.0835 1.3593

[2022-12-09 16:46:21.560]# RECV ASCII>
435.0090 0 0.4531 1.8375

[2022-12-09 16:46:22.366]# RECV ASCII>
365.2254 0 0.3069 1.8150

[2022-12-09 16:46:23.171]# RECV ASCII>
591.1658 0 0.3975 2.0902

[2022-12-09 16:46:23.979]# RECV ASCII>
307.8565 0 0.2271 1.7308

[2022-12-09 16:46:24.786]# RECV ASCII>
730.6946 0 0.9225 2.5748

[2022-12-09 16:46:25.590]# RECV ASCII>
685.9114 0 0.6674 2.1730

[2022-12-09 16:46:26.395]# RECV ASCII>
695.4499 0 0.3948 2.4305

[2022-12-09 16:46:27.200]# RECV ASCII>
683.7825 0 0.7436 2.6299
