
[2022-12-09 16:43:28.902]# RECV ASCII>
106.5309 0 2.7352 0.8361

[2022-12-09 16:43:29.710]# RECV ASCII>
303.1199 0 0.7589 1.3726

[2022-12-09 16:43:30.509]# RECV ASCII>
179.0807 0 0.5457 1.3724

[2022-12-09 16:43:31.314]# RECV ASCII>
179.2004 0 0.1672 1.0901

[2022-12-09 16:43:32.124]# RECV ASCII>
173.1091 0 0.1879 1.0395

[2022-12-09 16:43:32.928]# RECV ASCII>
207.3968 0 0.1404 1.3439

[2022-12-09 16:43:33.738]# RECV ASCII>
116.8432 0 0.2827 0.9765

[2022-12-09 16:43:34.546]# RECV ASCII>
74.4501 0 1.7815 0.7894

[2022-12-09 16:43:35.352]# RECV ASCII>
305.2971 0 0.6451 1.8143

[2022-12-09 16:43:36.162]# RECV ASCII>
381.7860 0 0.4512 1.8941

[2022-12-09 16:43:36.966]# RECV ASCII>
130.4999 1 0.1558 1.0123

[2022-12-09 16:43:37.773]# RECV ASCII>
158.3040 0 0.1691 1.2141

[2022-12-09 16:43:38.578]# RECV ASCII>
187.6625 0 0.1691 1.3248

[2022-12-09 16:43:39.383]# RECV ASCII>
50.0426 0 0.2707 0.6722

[2022-12-09 16:43:40.192]# RECV ASCII>
109.2539 0 0.2131 0.9852

[2022-12-09 16:43:40.996]# RECV ASCII>
131.8603 0 0.6347 0.9279

[2022-12-09 16:43:41.802]# RECV ASCII>
105.8193 0 0.1543 0.9549

[2022-12-09 16:43:42.618]# RECV ASCII>
292.0925 0 0.2495 1.8049

[2022-12-09 16:43:43.425]# RECV ASCII>
656.0792 0 0.4010 2.5087

[2022-12-09 16:43:44.232]# RECV ASCII>
257.8819 0 0.4490 1.6328

[2022-12-09 16:43:45.038]# RECV ASCII>
132.1665 0 0.1881 1.3055

[2022-12-09 16:43:45.842]# RECV ASCII>
534.1973 0 0.3879 1.9693

[2022-12-09 16:43:46.653]# RECV ASCII>
831.6935 0 0.8000 2.6168

[2022-12-09 16:43:47.455]# RECV ASCII>
234.6979 0 0.1475 1.6843

[2022-12-09 16:43:48.259]# RECV ASCII>
431.0977 0 0.1890 2.0535

[2022-12-09 16:43:49.064]# RECV ASCII>
367.0641 0 0.4357 1.7970

[2022-12-09 16:43:49.882]# RECV ASCII>
218.7277 0 0.1369 1.4292

[2022-12-09 16:43:50.686]# RECV ASCII>
163.7289 0 0.9117 1.4395

[2022-12-09 16:43:51.491]# RECV ASCII>
76.9625 0 0.2431 1.0263

[2022-12-09 16:43:52.295]# RECV ASCII>
280.5866 0 1.3037 1.6647

[2022-12-09 16:43:53.100]# RECV ASCII>
429.9252 0 0.8899 2.1551

[2022-12-09 16:43:53.907]# RECV ASCII>
391.4680 0 1.5436 1.8770

[2022-12-09 16:43:54.712]# RECV ASCII>
386.3859 0 0.7907 1.9365

[2022-12-09 16:43:55.519]# RECV ASCII>
1103.2139 0 0.6592 3.2259

[2022-12-09 16:43:56.336]# RECV ASCII>
573.0665 0 0.3775 2.4304

[2022-12-09 16:43:57.142]# RECV ASCII>
140.0482 0 0.1732 1.1686

[2022-12-09 16:43:57.944]# RECV ASCII>
244.5823 0 0.3341 1.5714

[2022-12-09 16:43:58.749]# RECV ASCII>
504.5481 0 0.3401 2.4325

[2022-12-09 16:43:59.558]# RECV ASCII>
466.7957 0 0.3517 2.2768

[2022-12-09 16:44:00.363]# RECV ASCII>
463.7984 0 0.5699 2.1823

[2022-12-09 16:44:01.167]# RECV ASCII>
162.9436 0 0.1360 1.0933

[2022-12-09 16:44:01.973]# RECV ASCII>
254.9478 0 0.3644 1.7458

[2022-12-09 16:44:02.790]# RECV ASCII>
183.4649 0 0.8614 1.4473

[2022-12-09 16:44:03.594]# RECV ASCII>
927.5286 0 0.9785 3.0247

[2022-12-09 16:44:04.394]# RECV ASCII>
463.9550 0 0.8536 2.4514

[2022-12-09 16:44:05.210]# RECV ASCII>
441.1620 0 0.3092 2.0550

[2022-12-09 16:44:06.015]# RECV ASCII>
698.7360 0 0.3470 2.2737

[2022-12-09 16:44:06.818]# RECV ASCII>
285.9145 0 0.1624 1.6212

[2022-12-09 16:44:07.624]# RECV ASCII>
1068.0212 0 0.5014 2.6534

[2022-12-09 16:44:08.435]# RECV ASCII>
785.1456 0 0.3911 2.4563

[2022-12-09 16:44:09.242]# RECV ASCII>
678.0527 0 0.3965 2.3412

[2022-12-09 16:44:10.046]# RECV ASCII>
304.9091 0 0.2425 1.8344

[2022-12-09 16:44:10.851]# RECV ASCII>
247.5906 0 0.5353 1.6117

[2022-12-09 16:44:11.656]# RECV ASCII>
560.2483 0 0.4191 2.5517

[2022-12-09 16:44:12.462]# RECV ASCII>
490.4247 0 0.2722 2.1979

[2022-12-09 16:44:13.279]# RECV ASCII>
592.5731 0 2.3113 2.4395

[2022-12-09 16:44:14.086]# RECV ASCII>
570.7795 0 0.9957 2.3296

[2022-12-09 16:44:14.892]# RECV ASCII>
402.6633 0 0.2581 2.3074

[2022-12-09 16:44:15.697]# RECV ASCII>
100.0690 0 0.0527 1.1229

[2022-12-09 16:44:16.501]# RECV ASCII>
186.2569 0 0.0931 1.4196

[2022-12-09 16:44:17.305]# RECV ASCII>
483.7826 0 0.8967 1.9793

[2022-12-09 16:44:18.110]# RECV ASCII>
244.5758 0 1.0937 1.6820

[2022-12-09 16:44:18.919]# RECV ASCII>
283.4606 0 0.7798 1.6752

[2022-12-09 16:44:19.724]# RECV ASCII>
218.5121 0 0.4732 1.5679

[2022-12-09 16:44:20.541]# RECV ASCII>
152.1892 0 0.1334 1.1820

[2022-12-09 16:44:21.346]# RECV ASCII>
188.1507 0 0.5875 1.3358

[2022-12-09 16:44:22.150]# RECV ASCII>
174.3132 0 0.3148 1.4140

[2022-12-09 16:44:22.954]# RECV ASCII>
172.4435 0 0.1649 1.3880

[2022-12-09 16:44:23.758]# RECV ASCII>
627.5981 0 0.7098 2.4653

