5.9714,0,0.1024,0.2634,-73
706.4868,0,1.0251,1.8572,-72
316.5782,0,0.969,1.4372,-71
18.7037,0,0.0414,0.3742,-70
34.6631,0,0.094,0.5453,-69
30.3356,0,0.0325,0.544,-68
19.7272,0,0.1011,0.4728,-67
10.9584,0,0.0585,0.3037,-66
41.9076,0,0.3387,0.7675,-65
185.8543,0,0.3006,1.6178,-64
80.7161,0,0.0615,0.9812,-63
91.8431,0,0.1502,1.0488,-62
21.7183,0,0.2336,0.4735,-61
6.9477,0,0.1223,0.1973,-60
8.2388,0,0.1753,0.2912,-59
10.037,0,0.0697,0.3165,-58
15.7994,0,0.2499,0.3796,-57
82.9427,0,0.0693,0.9757,-56
130.4854,0,0.0866,1.0522,-55
94.0876,0,0.0975,0.9071,-54
198.1444,0,0.2424,1.317,-53
113.611,0,0.1096,0.9816,-52
51.0796,0,0.0663,0.7505,-51
41.4962,0,0.0438,0.7115,-50
18.7373,0,0.0708,0.4037,-49
9.4263,0,0.1372,0.2032,-48
10.1728,0,0.1488,0.2445,-47
40.6355,0,0.2219,0.7006,-46
194.2671,0,0.169,1.3587,-45
192.321,0,0.2194,1.1471,-44
134.843,0,0.0849,1.1261,-43
110.3973,0,0.0558,1.058,-42
61.263,0,0.0748,0.7753,-41
18.0081,0,0.0397,0.3711,-40
11.6624,0,0.0446,0.3423,-39
45.5184,0,0.0653,0.7301,-38
59.5407,0,0.0641,0.7114,-37
21.3357,0,0.3031,0.2432,-36
21.6693,0,0.0505,0.3688,-35
17.3765,0,0.0386,0.4191,-34
7.5282,0,0.0404,0.2495,-33
33.0318,0,0.0695,0.5028,-32
138.7188,0,0.1335,1.3222,-31
495.4262,0,0.2339,2.0787,-30
74.1617,0,0.1055,0.6041,-29
71.5104,0,0.052,0.9256,-28
102.5713,0,0.1722,0.9241,-27
33.3964,0,0.1181,0.5111,-26
126.5145,0,0.6677,1.2126,-25
601.4254,0,0.3178,2.4454,-24
358.7045,0,0.4373,2.0009,-23
43.265,0,0.121,0.72,-22
84.2747,0,0.1611,0.8349,-21
19.3424,0,0.3599,0.3096,-20
95.7911,0,0.309,0.6784,-19
56.9434,0,1.3181,0.4875,-18
35.045,0,0.238,0.4093,-17
38.9184,0,0.2285,0.5018,-16
