198.342,5,0.997,1.3171,0.387379,0.405101,2.11584
185.8967,5,1.0532,1.2339,0.277702,0.206424,2.11393
531.6419,4,1.2532,1.6653,0.230895,0.566927,2.12386
529.6857,1,0.4691,1.6274,0.612627,0.300573,2.12195
549.7467,3,3.1576,2.1362,0.312749,0.465808,2.12155
132.5704,0,1.4552,1.2631,0.255139,0.139016,2.12127
199.7489,2,2.4089,1.4574,0.339078,0.236869,2.11965
269.7712,3,0.6352,1.4932,0.273452,0.279076,2.12168
430.0893,5,0.7917,1.742,0.316082,0.368977,2.12143
185.0361,4,0.3621,1.2973,0.347657,0.300043,2.12191
122.0131,4,1.6086,1.2306,0.473648,0.544544,2.12196
212.2957,1,2.0351,1.3821,0.247106,0.42727,2.12167
519.0442,1,10.8084,1.9405,0.353977,0.30112,2.12268
566.2891,1,9.614,2.1819,0.131481,0.363897,2.12142
379.5215,1,15.237,1.8464,0.166586,0.388639,2.12132
446.1946,1,27.367,2.0163,0.32393,0.284584,2.12209
422.8443,4,1.8467,2.0695,0.196537,0.398497,2.12211
248.2323,3,1.1367,1.5268,0.172193,0.577843,2.12203
504.4562,6,2.1451,2.0136,0.137656,0.42818,2.12162
603.576,6,2.0401,2.4007,0.208215,0.447012,2.12088
506.1602,3,3.2901,2.1328,0.122543,0.346712,2.12141
354.3697,4,2.6173,2.1341,0.188299,0.386112,2.12258
229.9564,6,7.0186,1.6843,0.432531,0.269831,2.12135
1093.0186,5,19.1797,2.679,0.161758,0.374769,2.12174
335.0168,5,1.7932,1.7646,0.378177,0.544305,2.12058
207.2991,4,1.8165,1.4901,0.145834,0.414353,2.12039
457.4753,8,0.4733,2.1554,0.375514,0.382703,2.11962
904.3529,6,8.5168,3.1691,0.213822,0.593872,2.12145
354.114,8,8.6439,1.6341,0.294704,0.329967,2.12186
593.4575,6,5.9165,2.3965,0.125516,0.194301,2.12163
992.2328,7,20.5336,2.6546,0.171286,0.44287,2.12238
255.957,6,2.8912,1.5102,0.290653,0.339397,2.12152
424.7609,7,8.706,2.0606,0.232583,0.530433,2.12097
492.4018,6,5.5047,2.0319,0.223771,0.497914,2.12127
144.1141,7,1.3964,1.151,0.186737,0.408657,2.12248
1066.0662,7,2.3996,3.2367,0.308455,0.080243,2.12169
1072.2256,6,1.3531,2.8112,0.123756,0.282811,2.12054
280.0927,4,1.1884,1.5786,0.2205,0.0644926,2.12149
904.9046,5,2.3678,2.5534,0.285375,0.40345,2.12262
627.0965,5,2.1199,2.3403,0.244347,0.130436,2.12068
678.3215,10,4.6511,2.1528,0.0984921,0.32121,2.12027
184.0777,3,2.1277,1.2885,0.239041,0.448243,2.12084
592.7076,5,13.7609,2.2224,0.439217,0.340168,2.11908
1225.8082,7,21.4821,3.5305,0.361683,0.612438,2.12012
591.672,5,12.7095,1.9485,0.321464,0.373412,2.12109
1213.726,5,23.1724,2.9269,0.136521,0.335592,2.12133
232.2334,8,8.3385,1.7345,0.208391,0.382083,2.12058
1013.328,8,4.4414,2.7757,0.203425,0.420695,2.1214
701.4075,4,3.9985,2.322,0.235577,0.417522,2.12067
546.9881,5,1.0408,2.1626,0.286023,0.182123,2.1203
541.4772,3,11.0803,2.1105,0.150427,0.394283,2.11919
361.9796,5,11.5222,1.8436,0.343404,0.112494,2.11974
315.2544,2,1.5056,1.873,0.320299,0.343566,2.1218
692.2701,6,1.7789,2.0493,0.153745,0.369222,2.11979
125.2222,6,0.1194,0.9123,0.142672,0.57067,2.12038
272.3889,4,0.262,1.5897,0.131687,0.445194,2.12088
546.1863,3,1.2364,2.2223,0.278038,0.197742,2.12089
572.2316,6,2.6796,2.2261,0.224562,0.570748,2.12059
638.0635,6,1.306,2.2046,0.174537,0.359839,2.12104
346.7001,1,1.9349,1.5768,0.517866,0.334766,2.12072
527.5244,4,3.2093,1.8983,0.251736,0.139579,2.12084
842.9468,3,6.1089,2.5511,0.309677,0.428518,2.12195
259.5629,4,7.6768,1.8068,0.230497,0.545173,2.12254
817.6508,6,1.6924,2.261,0.297317,0.685465,2.12223
109.8074,3,0.3258,0.9686,0.595832,0.361199,2.12176
542.0984,3,1.819,2.0928,0.205277,0.653477,2.12044
529.3426,5,1.3963,2.0927,0.187266,0.483708,2.11972
79.3595,1,0.0926,1.0144,0.594696,0.345599,2.12194
139.7495,6,0.2986,1.165,0.347717,0.357929,2.12235
